Date,Small Size Low BE/ME,Small Size 2 BE/ME,Small Size 3 BE/ME,Small Size 4 BE/ME,Small Size High BE/ME,2 Size Low BE/ME,2 Size 2 BE/ME,2 Size 3 BE/ME,2 Size 4 BE/ME,2 Size High BE/ME,3 Size Low BE/ME,3 Size 2 BE/ME,3 Size 3 BE/ME,3 Size 4 BE/ME,3 Size High BE/ME,4 Size Low BE/ME,4 Size 2 BE/ME,4 Size 3 BE/ME,4 Size 4 BE/ME,4 Size High BE/ME,Big Size Low BE/ME,Big Size 2 BE/ME,Big Size 3 BE/ME,Big Size 4 BE/ME,Big Size High BE/ME
192607,2.75,3.48,2.46,2.09,1.89,7.04,6.32,7.45,7.55,6.16,14.53,13.44,14.66,14.26,13.32,38.79,35.56,38.67,37.06,30.49,191.52,233.65,221.9,190.12,118.66
192608,2.85,3.46,2.41,2.1,1.93,7.18,6.47,7.48,7.41,6.14,14.78,13.71,14.64,14.68,13.16,39.24,36.07,39.01,37.09,31.24,197.76,247.31,226.09,195.17,119.33
192609,2.79,3.16,2.46,2.1,2.09,7.33,6.37,7.74,7.44,6.52,14.63,14.02,14.87,15.28,14.2,39.67,37.3,39.69,37.77,32.76,199.03,257.19,237.49,204.83,128.59
192610,2.61,3.14,2.3,2.06,2.11,7.1,6.22,7.8,7.17,6.46,14.41,13.96,14.44,15.67,13.69,39.9,36.84,38.69,38.06,33.05,195.51,264.52,236.74,202.91,124.43
192611,2.37,3.02,2.17,2.18,2.05,6.97,6.02,7.39,6.57,6.37,13.62,13.54,14.45,15.28,13.26,38.4,35.83,37.8,36.83,31.28,189.77,256.01,230.96,192.71,117.2
192612,2.45,3.22,2.21,2.07,2.06,7.16,5.85,7.7,6.86,6.55,13.87,14.13,14.38,15.99,13.7,39.65,36.5,39.12,38.5,31.71,196.82,260.54,232.9,198.72,120.2
192701,2.79,3.15,2.18,2.13,2.13,7.33,6.05,7.75,7.01,6.88,13.37,14.33,14.09,16.34,13.91,40.68,37.1,39.47,39.36,31.76,198.65,266.75,235.73,210.13,122.06
192702,2.8,2.89,2.07,2.33,2.23,7.51,5.79,7.72,7.04,7.64,13.25,14.26,14,16.66,14.2,41.48,37.61,39.16,39.36,34.08,196.78,266.8,234.42,210.18,127.2
192703,2.87,2.88,2.29,2.42,2.45,7.64,6.29,8.28,7.34,8.22,14.06,15.03,14.58,17.65,16.06,43.54,39.04,39.99,41.92,37.84,202.63,279.63,240.99,219.91,135.18
192704,3.05,2.83,2.1,2.35,2.36,7.44,6.21,8.08,7.25,8.17,14.01,14.38,14.32,17.23,15.12,42.36,38.84,38.82,41.01,39.18,202.73,282.84,239.31,220.72,128.96
192705,3.22,3.05,2.18,2.43,2.52,7.27,5.9,8.04,7.19,8.54,13.62,14.51,14.1,17.54,15.36,42.13,39.51,38.25,40.95,41.44,207.69,284.77,238.48,219.23,124.4
192706,3.48,3.32,2.2,2.83,2.77,7.81,6.13,8.45,7.81,9.69,14.03,15.46,14.9,18.71,17.28,43.92,41.77,39.63,43.75,44.49,218.82,296.74,250.22,230.32,130.34
192707,2.03,2.78,2.11,2.56,1.94,8.32,7.9,7.6,7.89,6.92,16.61,15.32,14.85,15.43,16.27,41.96,42.25,40.14,39.18,32.89,250.26,248.41,278.97,195.82,74.26
192708,2.53,3.11,2.21,2.62,2.08,8.79,8.44,7.88,8.46,7.2,17,16.14,15.72,15.77,17.68,44.58,45.08,42.85,41.98,33.36,278.13,262.24,296.71,211.96,84.25
192709,2.82,3.22,2.22,2.59,2.11,8.88,8.21,7.73,8.48,7.57,17.03,16.44,16.09,15.32,16.7,46.64,46.46,43.17,40.74,31.25,292.47,264.65,296.62,212.53,87.54
192710,2.68,3.02,2.21,2.56,2.12,9.07,8.79,7.93,8.58,7.47,17.43,16.32,16.23,15.55,18.24,48.4,47.67,44.87,42.27,34.34,309.45,273.56,311.55,220.31,92.44
192711,3.55,2.74,2.16,2.45,1.95,9.28,8.69,7.91,8.23,7.15,17.28,16.02,16.53,14.82,16.38,48.46,46.68,43.63,40.22,30.29,295.78,266.48,298.24,205.79,78.99
192712,3.8,3.11,2.52,2.65,2.18,10.59,10,8.55,8.96,7.75,18.35,17.35,17.97,15.7,17.95,52.01,50.41,46.85,43.21,32.75,313.75,283.34,314.43,219.02,85.37
192801,3.65,3.19,2.6,2.72,2.33,10.69,10.3,8.7,9.25,7.71,19.03,18.01,18.65,16.19,19.98,51.77,52.88,48.52,43.64,31.99,321.46,285.09,316.61,223.26,94.23
192802,3.33,3.5,2.73,2.76,2.57,10.83,10.67,8.7,9.7,7.89,19.92,18.47,19.34,16.47,18.78,52.53,53.38,48.57,44.52,32.09,316.9,283.65,314.18,218.9,89.46
192803,3.35,3.4,2.88,2.84,2.44,10.2,10.45,8.47,9.48,7.45,19.6,18.07,18.7,16.05,17.58,49.88,51.67,47.18,43.04,29.35,315.34,281.08,311.09,213.04,88.22
192804,4.69,3.36,2.92,2.76,2.66,10.63,11.62,9,10.21,8.5,20.71,20.06,20.51,16.41,19.65,57.83,56.14,49.45,46.19,31.67,363.63,293.83,330.21,224.58,102.97
192805,4.07,3.64,3.42,2.84,3.08,10.66,14.29,9.3,10.65,9.39,22.31,20.91,22,17.05,20.96,60.74,59.15,50.55,48.22,32.85,368.19,313.19,351.65,230.16,106.38
192806,4.79,3.64,3.56,3.24,3.32,10.88,14.82,9.81,11.22,9.69,22.91,22.31,22.31,16.69,20.25,63.91,58.72,50.97,48.65,33.5,373.85,319.16,348.19,231.73,102.25
192807,2.73,3.88,3,3.78,2.49,9.07,8.97,9.92,9.5,8.54,20.55,22.1,22.07,19.6,19.3,47.26,50.45,55.99,47.84,49.08,339.78,310.88,356.23,202.65,134.69
192808,2.67,4.01,3.16,3.79,2.48,9.14,8.6,9.78,9.55,8.32,20.48,21.95,21.86,19.56,19.57,47.56,50.1,56.63,48.5,49.51,344.68,310.83,356.61,201.85,135.73
192809,2.87,4.03,3.29,3.87,2.57,9.74,8.91,10.13,9.84,8.73,21.56,23.9,23.61,20.32,21.12,52.3,54.09,60.11,52.08,53.17,373.26,330.59,372.82,210.24,142.5
192810,2.98,4.16,3.35,3.86,2.91,10.02,9.09,10.67,10.3,9.85,22.34,24.89,24.85,21.6,21.72,55.08,57.15,61.63,53.51,56.32,390.2,332.16,379.93,211.14,152.02
192811,2.86,3.98,3.49,4,3.09,10.48,9.35,10.88,10.42,9.92,23.52,26.05,25.46,21.57,21.32,55.4,56.53,60.46,55.95,54.26,395.73,340.98,384.83,209.25,158.46
192812,2.97,5.18,3.76,4.66,3.49,11.14,10.06,12,11.8,10.79,25.54,28.96,30.06,24.45,24.3,61.5,63.05,66.15,60.07,61.77,438.39,375.99,443.27,227.79,186.82
192901,2.81,4.78,3.55,4.54,3.36,10.71,9.71,11.92,11.28,10.83,26.58,28.78,30.14,24.66,24.28,62.98,64.95,66.06,60.9,59.71,439.17,377.95,437.49,229.36,186.34
192902,2.89,5.16,3.38,4.81,3.53,11,9.83,12.11,11.22,10.87,26.93,30.07,28.63,25.47,24.76,65.83,68.07,68.53,61.51,60.39,467.63,415.63,447.34,239.18,186.38
192903,2.92,4.74,3.27,4.8,3.48,10.62,10,12.54,11.28,11.38,27.27,30.1,28.73,26.64,24.81,64.86,68.94,68.93,61.6,61.33,462.16,419.71,446.95,240.37,192.44
192904,2.5,4.72,3.17,4.57,3.4,10.17,9.35,11.81,10.98,10.91,25.16,28.47,27.83,25.68,23.41,61.62,64.98,68.79,60.56,60.63,459.97,419.59,460.97,239.67,192.3
192905,2.38,4.28,3.16,4.91,3.33,10.12,9.4,12.32,10.7,11.18,25.69,28.57,28.78,25.52,23.7,63.43,65.11,68.42,60.05,63.41,469.01,430.73,464.77,241.19,197.35
192906,1.86,4.01,2.6,4.13,2.9,8.96,8.27,11.31,9.25,9.58,24.07,25.53,26.4,23.06,21.57,58.71,58.09,65.98,56.73,63.71,440.27,404.23,447.69,233.59,193.66
192907,3.93,4.28,4.32,3.71,2.73,11.75,12.4,10.1,11.8,10.56,27.34,26.61,26.83,25.49,24.43,67.62,65.3,71.23,68.57,63.91,467.24,362.18,606.93,344.18,239.93
192908,3.94,4.05,4.14,3.38,2.8,11.43,12.64,9.92,11.81,11.19,27.4,27.48,27.1,25.28,27.05,69.73,67.22,72.31,70.2,66.55,479.84,385.2,642.43,372.25,251.64
192909,3.78,3.87,3.75,3.53,2.67,11.28,12.69,9.9,11.88,11.13,27.84,27.63,28.56,25.72,26.97,73.03,67.2,74.91,73.76,71.45,518.38,444,726.26,420.54,267.67
192910,3.39,3.77,3.41,3.31,2.4,10.39,12.26,9.39,11.4,10.88,25.09,27.48,27.74,24.74,26.71,73.33,67.77,71.27,70.28,66.28,490.41,426,693.76,389.48,248.28
192911,2.46,2.76,2.76,2.53,1.99,8.3,9.85,7.24,9.53,8.97,17.92,21.77,24.14,20.85,21.62,50.45,51.9,59.43,60.79,54.8,369.68,338.57,601.52,346.62,229.69
192912,2.43,2.23,2.63,2.12,1.68,6.69,8.38,6.49,8.51,7.68,15.37,18.91,22.16,19.02,18.97,42.94,45.2,55.39,55.16,48.35,318.8,279.94,539.14,311.42,214.03
193001,2.42,1.96,2.35,1.93,1.62,6.27,7.78,5.95,8.52,7.31,14.81,18.58,22.93,18.38,19.87,44.18,43.36,53.43,54.98,53.59,329.05,288.49,538.26,312.17,214
193002,2.31,2.17,2.87,2.16,1.82,6.74,8.65,6.46,8.88,8.36,16.14,20.43,23.82,18.92,20.69,47.23,45.23,56.17,56.9,55.5,351.25,309.71,540.86,325.94,213.12
193003,2.7,2.59,2.82,2.13,1.88,6.61,8.85,6.71,8.95,8.79,16.4,21.01,24.22,19.55,21.24,47.37,49.61,55.21,56.77,55.8,360.87,322.94,545.53,329.44,222.59
193004,3.32,2.54,2.9,2.47,2.12,6.99,9.2,7.6,9.66,9.26,17.79,22.66,25.95,21.08,24.13,50.42,52.13,59.44,63.16,61.91,383.59,341.29,604.87,343.79,226.45
193005,3.05,2.44,2.67,2.28,2.01,6.34,8.69,7.35,9.25,8.77,17.07,21.58,24.6,20.3,23.53,48.99,48.56,55.75,59.86,58.95,379.79,329.13,604.19,321.84,209.22
193006,2.98,2.1,2.77,2.17,1.91,5.97,8.55,6.94,8.8,8.46,16.42,21.39,23.54,19.26,23.6,47.58,46.67,53.65,59.62,55.9,381.51,328.67,590.22,314.98,206.44
193007,1.71,1.75,2.68,1.79,1.51,7.46,6.36,5.86,6.33,5.91,14.84,16.31,14.59,14.88,14.26,44.03,37.41,37.34,44.32,33.69,371.6,372.75,311.79,165.37,84.95
193008,1.76,1.77,3.03,1.84,1.53,8.04,6.75,6.1,6.48,5.96,15.73,17.22,14.84,15.5,14.67,45.98,39.01,38.71,45,34.31,390.12,396.27,321.68,168.39,91.18
193009,1.59,1.62,2.93,1.72,1.47,7.68,6.76,6.04,6.27,5.9,15.3,16.9,14.53,15.31,14.49,46.77,38.76,37.83,43.69,35.39,393.65,393.41,321.3,164.8,69.26
193010,1.1,1.07,2.05,1.39,1.18,6.51,5.72,5.14,5.26,4.73,13.2,14.28,12.68,12.83,11.34,40.48,32.72,32.78,38.43,28.93,342.84,344.91,289.91,139.99,49.83
193011,0.9,0.96,1.91,1.22,1.07,6.1,5.05,4.57,4.73,4.34,11.34,12.98,11.83,11.31,9.22,35.82,29.49,30.05,33.98,25.24,307.59,320.66,268.44,127.47,39.86
193012,1.09,0.81,1.83,1.2,1.03,5.68,5.14,4.39,4.59,4.15,11.22,12.83,11.51,11.54,8.61,35.42,29.58,29.2,32.32,24.58,298.46,315.01,254.66,117.57,34.88
193101,0.87,0.61,1.38,1.03,0.86,4.81,4.49,3.8,3.81,3.51,10.48,11.52,10.51,10.07,7.1,32.33,26.5,25.6,28.55,21.29,280.92,286.82,234.1,103.56,24.41
193102,0.64,0.74,1.6,1.2,1.05,5.44,4.98,4.25,4.34,4.06,11.62,12.5,11.43,10.85,8.41,34.56,28.3,26.71,30.74,23.73,292.5,299.56,251.29,120.5,32.88
193103,0.78,0.9,2.38,1.48,1.31,5.92,5.52,4.7,4.82,4.69,13.39,14.24,12.87,12,9.47,39.19,31.6,28.76,31.74,27.96,331.57,325.8,262.16,128.5,46.84
193104,0.71,0.9,2.33,1.4,1.21,5.79,5.01,4.89,4.53,4.76,13.16,13.06,12.26,11.3,8.27,36.36,29.35,26.2,28.49,25.35,317.93,296.26,236.1,113.65,37.62
193105,0.59,0.67,2.12,1.19,1.01,4.82,4.12,4.27,3.85,3.77,11.57,11.22,10.59,9.24,6.8,31.39,26.03,22.11,24.84,23.94,288.5,271.29,210.33,101.71,28.65
193106,0.52,0.68,1.79,1.05,0.86,4.43,3.78,4.02,3.4,3.31,9.63,9.7,9.57,8.03,5.62,28.13,22.72,18.41,18.44,16.88,253.55,239.55,171.3,82.52,22.17
193107,0.7,1.45,1.21,1.14,0.96,4.08,4.11,3.94,3.45,3.45,9.81,9.79,9.14,9.19,8.64,28.02,24.74,25.44,24.29,26.17,308.68,226.25,127.52,157.41,63.83
193108,0.66,1.28,1.09,1.05,0.92,3.84,3.87,3.63,3.23,3.2,9.16,9.04,8.2,8.38,7.53,26.44,23.42,23.27,22.07,22.63,291.64,209.82,112.45,136.6,63.83
193109,0.57,1.27,1.04,1,0.87,4.02,3.85,3.74,3.17,3.05,9.05,8.93,8.07,8.11,7.18,26.14,22.82,23.63,22.87,24.13,287.43,212.02,111.16,131.35,69.21
193110,0.29,0.88,0.74,0.64,0.6,2.9,2.85,2.4,2.2,1.91,6.54,5.87,5.49,5.38,4.73,18.19,16.92,16.46,14.98,14.13,201.7,158.39,75.14,87.22,37.68
193111,0.32,0.85,0.75,0.7,0.64,3.08,2.87,2.6,2.36,2.16,6.57,6.65,6.07,5.83,5.03,19.75,17.88,18.31,16.82,15.98,219.89,168.86,75.2,90.34,45.37
193112,0.25,0.66,0.72,0.65,0.56,2.69,2.65,2.39,2.23,1.92,6.14,5.97,5.75,5.19,4.49,18.19,17.09,16.2,14.46,14.15,205.37,148.97,59.9,70.31,42.3
193201,0.18,0.64,0.58,0.47,0.42,2.39,2.29,2.03,1.81,1.45,5.18,4.83,4.7,4.38,3.76,15.96,14.55,14.28,11.3,10.5,181.89,123.55,46.21,53.17,29.22
193202,0.19,0.59,0.63,0.54,0.45,2.36,2.25,2.12,2.07,1.72,5.23,5,4.8,4.3,3.97,15.33,14.42,14.14,11.73,10.7,174.76,121.11,47.43,58.98,31.53
193203,0.17,0.7,0.67,0.52,0.46,2.52,2.32,2.07,1.97,1.7,5.22,5.12,4.91,4.31,3.91,15.82,15.07,13.89,11.84,11.11,186.28,126.6,48.93,57.02,36.14
193204,0.13,0.67,0.64,0.47,0.41,2.37,1.99,1.82,1.88,1.47,4.74,4.33,4.32,3.72,3.38,13.95,13.28,12.24,10.33,8.42,164.28,112.91,41.9,43.58,36.91
193205,0.08,0.56,0.42,0.33,0.34,1.88,1.81,1.55,1.47,1.26,3.86,3.74,3.65,3.1,2.62,11.78,11.12,10.05,8.86,7.14,133.94,89.47,33.61,33.92,28.45
193206,0.07,0.36,0.39,0.28,0.31,1.65,1.42,1.26,1.19,1,2.92,2.82,2.66,2.35,2.03,9.29,8.8,8.2,7.16,5.15,105.74,73.38,22.99,21.47,25.38
193207,0.12,0.36,0.3,0.29,0.22,0.96,1.02,0.94,0.91,0.9,2.37,2.47,2.42,2.33,2.21,7.88,7.36,7,8.26,5.73,96.46,62.96,66.21,30.58,15.81
193208,0.31,0.42,0.42,0.4,0.34,1.32,1.3,1.32,1.39,1.52,3,3.22,3.37,3.6,3.72,10.25,9.63,9.78,13.94,10.32,121.76,86.3,99.42,47.82,31.31
193209,0.46,0.81,0.77,0.73,0.68,1.78,2.18,2.07,2.25,2.89,4.63,4.48,4.95,6.09,6.7,13.23,13.8,16.2,22.8,19.25,158.64,115.71,146.07,72.63,51.77
193210,0.34,0.72,0.64,0.7,0.57,1.75,2.04,1.96,2.07,2.53,4.36,4.1,4.79,5.37,6.07,13.18,13.15,14.75,21.17,17.54,158.08,107.75,133.08,70.54,59.83
193211,0.31,0.63,0.47,0.56,0.46,1.53,1.59,1.62,1.56,1.96,3.69,3.45,3.76,4.1,4.51,11.68,10.76,11.91,16.86,13.03,139.84,97.1,112.61,56.7,41.85
193212,0.23,0.54,0.43,0.49,0.42,1.47,1.47,1.48,1.44,1.62,3.55,3.39,3.49,3.64,3.83,11.92,10.18,10.78,14.28,10.43,134.53,94.31,100.56,51.84,28.83
193301,0.24,0.48,0.42,0.43,0.35,1.18,1.23,1.44,1.27,1.49,3.45,3.48,3.51,3.47,3.57,12.2,10.14,10.84,14.34,9.39,142.61,100.83,101.6,47.89,33.17
193302,0.38,0.47,0.43,0.4,0.36,1.27,1.3,1.49,1.34,1.61,3.48,3.84,3.58,3.58,4.03,12.46,10.46,11.33,14.97,10.94,141.85,100.32,106.04,49.59,38.13
193303,0.21,0.38,0.35,0.34,0.3,0.93,0.96,1.13,1.07,1.29,2.9,3.14,2.99,2.88,3.23,10.77,8.72,9.75,13.11,8.43,120.4,82.35,89.15,40.85,28.83
193304,0.18,0.41,0.33,0.36,0.36,1.06,1.05,1.16,1.21,1.57,2.88,3.45,3.15,3.3,3.52,11.78,9.71,11.22,14.42,9.1,118.88,86.39,94.41,43.97,31
193305,0.19,0.62,0.6,0.54,0.53,1.36,1.54,1.89,1.98,2.46,4.23,4.82,5.07,5.08,5.77,15.89,14.88,17.45,20.81,15.88,157.23,120.33,138.7,70.51,47.12
193306,0.32,1.4,1.11,1.16,1.05,2.41,2.74,3.32,3.57,3.89,6.63,6.68,7.26,8.05,8.89,19.49,19.67,22.27,29.18,25.86,183.77,136.82,168.08,93.6,58.9
193307,0.47,1.09,1.31,1.27,1.08,3.42,3.36,3.46,3.49,3.08,7.57,8.05,7.82,8.19,8,27.09,21.46,21.69,24.95,24.15,237.19,148.2,135.26,135.89,71.36
193308,0.45,0.96,1.2,1.26,1.01,3.08,2.83,3.12,3.08,3.11,6.84,6.88,6.74,6.82,6.56,24.29,19.38,18.48,22.01,22.57,216.92,131.02,118.78,122.09,65.95
193309,0.45,1.03,1.26,1.33,1.05,3.26,3.08,3.44,3.3,3.31,7.69,8.19,7.72,7.68,7.64,27.86,22.59,21.13,25.85,27.39,235.3,152.32,137.5,138.82,81.55
193310,0.38,0.9,1.01,1.1,0.87,3.15,2.73,2.84,2.88,2.45,6.6,7.46,6.64,6.49,5.68,25.88,19.97,17.36,23.27,21.34,210.63,141.01,121.37,114.7,59.32
193311,0.33,0.76,0.95,0.99,0.73,2.74,2.46,2.45,2.5,2.23,6.11,6.8,5.79,5.51,4.84,24.63,18.4,15.48,19.86,17.24,195.92,134.27,108.2,94.71,47.96
193312,0.33,0.78,0.94,1.11,0.79,2.8,2.63,2.55,2.69,2.22,6.52,7.12,6.24,5.93,5.33,25.87,20.44,16.59,21.67,19.13,214.14,147.06,123.01,109.23,52.35
193401,0.21,0.76,0.89,1.09,0.81,3.08,2.83,2.74,2.63,2.2,6.43,7.3,6.65,6.12,5.62,25.7,20.67,17.95,21.28,20.6,216.99,149.35,123.71,115.18,56.49
193402,0.42,1.09,1.3,1.53,1.15,3.83,3.39,3.6,3.46,3.3,9.35,8.76,8.35,7.67,7.43,28.62,23.52,22.48,25.61,26.54,237.7,163.35,143.49,134.64,77.91
193403,0.36,1.23,1.35,1.72,1.22,3.91,3.42,3.7,3.42,3.61,9.37,8.89,8.7,7.94,7.45,27.66,23.15,21.74,25.82,26.66,231.05,158.64,136.24,127.19,73.72
193404,0.39,1.22,1.37,1.79,1.19,3.98,3.49,3.74,3.46,3.72,9.9,9.16,8.75,7.82,7.11,27.99,23.33,21.87,25.56,26.69,229.6,158.12,134.13,126.08,74.11
193405,0.39,1.24,1.45,1.88,1.2,4.27,3.57,3.6,3.49,3.46,9.53,9.08,8.52,7.75,6.89,27.82,23.29,21.83,24.05,24.9,224.54,156.05,131.35,118.75,69.84
193406,0.34,1.13,1.26,1.64,1,3.87,3.25,3.2,3.06,3.25,8.85,8.38,7.67,7.09,5.89,26.15,21.56,19.35,22.02,21.12,209.26,144.75,122.52,102.9,56.71
193407,1.06,1.18,1.18,1.08,0.84,2.93,3.32,3.07,2.96,2.95,7.75,6.86,7.63,7.39,7.85,23.09,20.98,22.67,22.13,24.73,163.23,196.97,147.49,141.8,80.14
193408,0.84,0.82,0.85,0.82,0.64,2.34,2.75,2.35,2.17,2.24,6.46,5.69,6.4,5.9,5.92,20.2,18.8,19.44,18.02,15.99,151.39,180.6,125.73,114.54,55.42
193409,0.97,0.98,0.93,0.92,0.73,2.68,2.93,2.55,2.46,2.48,6.95,6.22,6.88,6.63,6.42,21.38,19.99,20.37,19.85,17.84,158.55,189.27,130.89,117.26,60.15
193410,0.95,0.88,0.94,0.91,0.71,2.62,2.92,2.47,2.43,2.37,6.77,6.29,6.83,6.45,6.38,20.99,19.97,20.17,19.58,18.23,158.24,187.22,129.67,115.9,61.58
193411,0.98,0.88,0.93,0.83,0.7,2.47,2.95,2.42,2.4,2.26,6.85,6.24,6.92,6.09,5.93,20.99,20.03,20.44,17.53,16.41,158.86,183.68,121.88,108.78,57.12
193412,1.05,0.99,1.16,0.98,0.81,3.08,3.54,2.89,2.72,2.34,7.77,7.03,7.77,7.25,6.22,23.76,22.5,22.86,19.63,17.56,174.65,191.04,128.55,121.6,59.22
193501,1.11,0.96,1.16,1.01,0.79,3.24,3.63,2.98,2.82,2.35,8.01,7.2,7.94,7.54,6.02,24.29,23.18,23.65,19.9,16.6,175.31,189.68,126.32,121.27,56.68
193502,1.22,0.85,1.04,1.03,0.76,2.95,3.57,2.9,2.7,2.28,7.65,6.84,7.71,7.42,6.01,23.19,22.54,22.74,18.68,14.14,171.47,182.18,122.76,110.59,48.72
193503,1.09,0.73,0.96,0.94,0.68,2.9,3.41,2.76,2.59,2.02,7.63,6.59,7.72,6.94,5.35,23.22,22.73,22.74,16.76,11.02,171.24,178.02,116.74,99.77,42.01
193504,1.03,0.62,0.87,0.84,0.6,2.57,3.15,2.54,2.4,1.73,7.49,5.95,7.32,6.16,4.68,22.14,21.28,21.3,15.71,9.96,164.62,172.83,114.82,90.89,39.02
193505,1.41,0.63,0.95,0.92,0.68,2.82,3.48,2.85,2.54,1.94,7.82,6.65,7.76,6.87,5.18,23.39,22.59,22.47,16.93,11.1,175.94,191.15,127.19,103.36,44.91
193506,1.15,0.61,1.03,0.94,0.68,2.76,3.48,3,2.66,1.95,8.11,6.55,7.81,6.71,5.38,23.39,22.84,22.31,17.75,11.34,179.97,200.75,132.92,105.94,48.24
193507,0.68,0.83,0.77,0.84,0.63,3.21,3.02,2.6,2.6,2.56,8.17,7.76,7.32,7.05,7.19,23.27,22.78,22.06,20.78,20.79,185.49,148.53,265.96,140.6,73.56
193508,0.75,1.01,0.94,0.97,0.72,3.6,3.49,2.98,2.94,2.95,8.77,8.3,8.22,7.61,8.16,24.81,24.22,23.45,22.53,24.66,198.89,157.49,279.03,158.34,80.89
193509,0.8,1.01,1.1,1.11,0.86,3.91,3.69,3.09,3.29,3.38,8.85,8.4,8.68,8.05,9.32,24.94,25.09,24.22,23.09,26.07,203.16,158.66,283.79,163.76,85.18
193510,0.73,1.13,1.1,1.2,0.81,4.32,3.87,3.18,3.38,3.45,9.02,8.99,9.13,8.55,8.62,25.56,25.63,24.5,23.8,26.02,213.55,156.62,285.58,163.94,85.77
193511,0.81,1.17,1.22,1.36,0.85,4.72,4.4,3.48,3.69,3.72,9.83,9.82,10.04,9.41,9.31,27.19,27.37,25.69,26.54,27.76,226.91,169.85,305.6,176.44,91.11
193512,1.09,1.31,1.6,1.64,1.22,5,4.66,3.77,4.14,4.55,11.18,10.66,10.77,10.01,10.74,28.14,28.23,27.16,28.82,31.38,231.15,177.77,322.19,187.18,109.29
193601,1.19,1.25,1.6,1.71,1.25,5.44,5.08,4.39,4.37,4.59,11.83,11.24,11.73,10.98,12,30.39,28.75,29.47,32.66,33.43,235.83,185.21,338.04,197.9,118.67
193602,1.49,1.69,1.77,2.04,1.68,6.34,5.72,4.73,4.88,5.86,12.3,12.3,12.79,12.21,13.42,31.61,30.53,31.98,35.82,35.98,243.12,195.8,366.53,223.74,140.52
193603,1.66,1.58,2.03,2.25,1.87,6.45,6.08,5.01,5.23,6.07,12.52,12.57,13.42,13.12,13.94,32.38,31.52,33.86,37.08,39.68,246.79,197.36,379.92,230.57,144.71
193604,1.82,1.56,2.11,2.33,1.88,6.42,6.29,5.21,5.18,6.08,13.03,12.97,13.86,13.63,14.2,31.72,31.47,34.36,37.92,37.87,254.97,199.48,369.08,234.96,139.58
193605,1.3,1.16,1.87,2.01,1.45,5.17,5.39,4.36,4.39,4.92,11.94,11.65,12.11,11.91,12.93,28.93,28.56,30.24,33.95,32.41,237.12,182.97,343.15,209.54,127.63
193606,1.33,1.08,1.98,2.17,1.55,5.43,5.66,4.63,4.65,5.25,12.12,12.16,12.9,12.34,14.53,30.43,28.92,31.26,35.71,34.95,248.34,190.88,358.72,221.66,136.38
193607,1.21,1.59,1.78,1.91,1.3,5.54,5.38,5.4,4.83,4.82,12.54,13.13,13.54,11.95,11.95,32.32,30.43,27.58,30.73,25.92,342.83,136.09,275.89,202.58,154.87
193608,1.2,1.55,2.05,2.09,1.43,6.14,6.14,5.91,5.15,4.99,13.48,14.37,14.36,12.86,13.76,34.9,31.35,29.78,34.16,29.48,362.54,143.99,291.09,224.42,169.25
193609,1.16,1.47,2.17,2.16,1.46,6.05,6.35,6.02,5.31,5.22,13.65,14.47,14.88,13.21,14.67,35.1,31.82,30.74,35.18,31.02,360.12,144.89,291.84,229.47,175.57
193610,1.15,1.63,2.21,2.31,1.55,6.29,6.51,6.15,5.58,5.34,14.01,14.53,15.51,13.97,14.86,36.04,32.76,31.36,35.24,31.88,360.61,147.05,291.57,232.51,174.52
193611,1.3,1.76,2.34,2.5,1.67,6.39,6.88,6.72,6.01,5.73,14.62,14.8,16.77,14.79,15.74,36.99,34.1,34.26,40.85,33.01,385.08,153.87,319.52,256.45,183.86
193612,1.43,2.12,2.56,2.85,1.88,7.21,7.52,7.21,6.72,6.41,15.82,15.97,18.05,16.3,16.98,38.5,34.91,37.16,43.88,34.31,392.11,157.49,332.78,253.66,177.43
193701,1.37,2.03,2.66,2.82,1.94,7.35,7.65,7.2,7.15,7,15.89,16.24,18.5,16.41,18.03,38.25,35.15,38.12,45.39,34.99,381.32,155.11,335.68,265.55,176.6
193702,1.58,2.06,3.21,3.09,2.16,8.17,8.21,7.49,7.67,7.65,16.77,16.81,19.9,17.86,19.13,39.65,37.02,39.29,46.49,38.39,394.88,159.56,334.6,273.6,195.84
193703,1.41,2.68,2.92,3.37,2.39,7.98,8.46,7.59,7.71,7.86,17.31,17.15,20.05,18.09,20.49,40.13,37.86,39.95,47.39,42.3,392.25,158.65,336.49,279.26,215.36
193704,1.27,2.21,3.11,3.44,2.48,7.71,8.12,7.52,7.89,7.93,16.74,16.85,20.12,17.65,21.44,38.86,37.87,40.42,47.05,47.69,383.53,154.86,334.85,288.49,231.34
193705,1.03,1.75,2.53,2.99,2.04,7,7.23,6.65,6.7,6.82,15.38,15.25,18.75,16.11,19.23,36.12,34.53,36.43,40.41,42.25,356.26,147,313.78,266.74,207.97
193706,0.97,1.51,2.48,2.96,1.96,6.96,7.16,6.44,6.51,6.28,15.21,14.88,18.06,15.97,18.62,35.6,33.97,35.41,39.21,41.48,356.04,142.44,314.2,258.39,202.24
193707,2.59,2.29,1.93,2.26,1.8,7.44,6.32,6.26,5.86,5.4,14.26,14.35,14.02,14.83,14.25,34.4,31.82,31.61,31.61,31.3,290.69,183.73,313.86,215.95,211.29
