Size and Ret212,Small Size  & Low Ret212,Small Size  & 2 Ret212,Small Size  & 3 Ret212,Small Size  & 4 Ret212,Small Size  & High Ret212,2 Size  & Low Ret212,2 Size  & 2 Ret212,2 Size  & 3 Ret212,2 Size  & 4 Ret212,2 Size  & High Ret212,3 Size  & Low Ret212,3 Size  & 2 Ret212,3 Size  & 3 Ret212,3 Size  & 4 Ret212,3 Size  & High Ret212,4 Size  & Low Ret212,4 Size  & 2 Ret212,4 Size  & 3 Ret212,4 Size  & 4 Ret212,4 Size  & High Ret212,Big Size  & Low Ret212,Big Size  & 2 Ret212,Big Size  & 3 Ret212,Big Size  & 4 Ret212,Big Size  & High Ret212
193607,-7.74,28.16,55.81,95.27,194.34,-7.09,26.17,58.46,95.4,248.62,-5.03,30.9,55.33,95.02,232.16,-1.84,29.41,58.88,94.1,189.11,3.31,28.69,55.75,92.96,180.26
193608,-10.06,17.57,43.03,73.75,158.39,-9.93,16.59,41.71,74.01,208.73,-9.71,16.6,41.15,72.2,177.8,-6.55,15.87,42.11,73.85,149.22,-1.22,17.64,39.65,74.12,130.2
193609,-8.75,21.55,44.09,73.29,158.86,-6.84,20.76,47.18,75.32,170.34,-6.81,20.63,46.79,73.78,166.66,-6.26,22,44.55,76.17,144.55,0.26,20.68,45,74.73,120.77
193610,-11.36,20.55,42.86,71.55,158.96,-4.62,20.75,44.72,74.38,186.56,-6.31,19.77,43.85,72.78,171.49,-5.17,22.52,42.31,75.42,146.22,0.51,22.17,44.22,73.01,122.39
193611,-12.35,17.38,36.13,65.32,149.35,-9.35,19.2,37.01,60.85,189.77,-8.02,15.27,36.15,59.45,154.25,-8.08,16.75,36.54,69.68,132.17,-2.79,18.49,37.57,58.52,110.99
193612,-15.1,12.25,31.74,53.67,118.01,-10.1,12.73,31.76,55.04,110.31,-5.9,13.31,30.33,54.65,127.8,-8.19,11.09,31.58,53.87,124.91,-1.3,13.69,32.91,54.34,104.06
193701,-9.94,16.45,32.05,55.86,141.53,-7.28,16.64,34.19,55.94,130.33,-3.38,16.84,33.13,58.84,130.99,-6.84,14.77,31.54,55.99,123.32,-0.98,15.07,31.62,58.39,109.34
193702,-20.65,5.97,21.7,44.6,91.12,-14.11,5.7,22.54,40.34,109.17,-11.04,4.3,22.13,42.13,119.09,-11.2,3.53,19.87,43.88,92.5,-15.23,5.99,21.87,43.21,86.7
193703,-11.97,8.05,23.06,47.12,93.16,-13.14,8.06,24.48,47.4,120.62,-9.61,7.88,22.9,43.59,113.17,-8.02,9.15,24.47,48.42,102.49,-7.82,7.07,23.29,45.24,84.59
193704,-15.41,7.97,24.99,52.77,113.05,-7.91,8.69,23.92,49.44,153.6,-8.63,9.44,25.1,47.72,126,-10.77,7.9,23.46,48.32,103.61,-6.2,8.39,26.72,47.23,84.41
193705,-8.76,19.47,39.23,75.99,182.63,0.03,17.8,41.25,78.31,185.39,-3.82,19.11,45.21,73.76,168.92,-2.24,19.57,42.71,76.57,157.65,1.08,21.31,43.41,74.25,137.17
193706,-21.45,5.23,23.38,51.62,117.19,-12.21,4.93,22.61,48.89,145.22,-15.28,5.73,24.17,47.76,116.57,-14.18,5.33,21.86,47.58,108.1,-13.37,4.34,22.91,48.09,93.27
193707,-23.64,2.76,19.38,48.06,127.67,-14.75,3.02,20.71,46.04,126.58,-18.82,4.9,19.2,45.67,108.63,-16.66,3.71,18.37,47.85,100.45,-15.62,3.2,21.56,46.11,93.78
193708,-34.9,-9.54,5.92,24.61,80.28,-29.33,-9.83,5.48,21.99,95.43,-30.55,-10.01,4.35,23.11,71.01,-28.13,-7.57,5.35,24.57,66.88,-25,-8.47,4.33,23.71,61.5
193709,-27.55,-2.11,13.29,33.21,91.36,-21.18,-2.99,12.97,33.49,113.26,-23.99,-3.24,9.87,30.75,85.03,-20.44,-1.43,12.54,33.11,81.06,-16.8,-2.8,10.41,32.2,67.25
193710,-35.29,-9.74,5.36,20.37,81.74,-28.17,-8.73,3.11,20.6,71.37,-29.35,-7.74,5.31,20.34,60.31,-25.34,-8.22,4.23,20.39,67.36,-22.1,-8.41,5.01,20.16,52.72
193711,-49.51,-29.98,-19.71,-6.6,29.11,-44.61,-29.7,-18.83,-6.83,23.78,-47.87,-29.96,-20.03,-7.72,12.17,-43.83,-28.83,-19.63,-7.75,18.57,-44.87,-29.43,-18.17,-7.22,11.16
193712,-56.75,-43.78,-34.17,-22.99,0.85,-56.7,-43.31,-33.54,-21.15,0.34,-54.91,-43.09,-31.76,-21.49,-8.92,-52.11,-42.84,-32.7,-21.41,-4.71,-52.39,-42.36,-31.88,-21.58,-5.38
193801,-63.85,-50.02,-42.99,-32.91,-11.67,-61.49,-50.7,-41.53,-33.01,-10.76,-61.89,-50.6,-40.82,-33.03,-16.42,-59.12,-50.02,-42.41,-32.57,-17.06,-55.51,-51.04,-41.17,-32.07,-14.89
193802,-72.64,-62.91,-53.27,-41.44,0.99,-70.36,-61.6,-51.99,-40.44,-13.25,-70.41,-61.87,-51.43,-41.83,-19.94,-70.83,-61.03,-51.74,-39.63,-22.14,-9999,-59.86,-51.47,-41.15,-20.34
193803,-70.82,-60.78,-52.96,-41.47,-12.65,-70.54,-60.37,-52.5,-41.52,-18.91,-69.89,-60.45,-52.27,-40.38,-20.58,-67.83,-59.63,-52.05,-39.97,-21.1,-68.18,-58.55,-51.75,-40.7,-19.5
193804,-69.58,-59.38,-49.36,-38.62,6.56,-67.54,-58.19,-49.21,-37.1,-15.75,-67.68,-56.99,-48.92,-37.87,-14.98,-66.51,-56.98,-47.98,-36.65,-16.76,-66.75,-57.21,-48.34,-36.6,-14.37
193805,-77.57,-68.73,-60.94,-50.75,-20.2,-77.24,-67.61,-59.67,-51.54,-30.34,-77.73,-68.11,-60.16,-49.42,-22.09,-77.15,-67.72,-60.02,-48.52,-29.62,-77.22,-67.73,-59.39,-47.89,-24.83
193806,-70.15,-59.64,-51.3,-40.61,-13.71,-68.94,-59.59,-50.76,-40.36,-19.59,-68.99,-58.8,-50.31,-39.99,-11.69,-69.38,-58.44,-50.71,-39,-18.29,-72.66,-59.27,-50.78,-38.87,-13.09
193807,-70.39,-59.31,-52.35,-40.86,-13.34,-69.26,-59.23,-51.44,-40,-14.19,-68.95,-59.03,-51.19,-39.11,-16.38,-68.57,-58.7,-51.11,-38.66,-13.2,-68.91,-57.51,-51.3,-38.85,-11.5
193808,-63.3,-49.8,-42.45,-29.79,-5.4,-59.84,-49.85,-41.87,-29.72,-9,-60.58,-49.42,-40,-28.93,-9.94,-60.01,-49.34,-39.99,-28.17,-7.36,-60.84,-49.7,-40.12,-29.39,-5.64
193809,-54.18,-38.25,-29.42,-20.73,9.39,-50.37,-39.2,-29.48,-17.26,1.6,-50.73,-38.16,-29.87,-18.55,6.14,-50.79,-37.8,-30.26,-19.14,2.13,-49.17,-38.45,-28.94,-18.69,6.08
193810,-47.31,-28.42,-17.14,-2.95,19.84,-42.29,-27.19,-16.2,-5.1,16.52,-41.16,-28.13,-17.49,-4.67,18.49,-39.47,-29.25,-17.22,-5.64,19.77,-39.75,-27.41,-17.78,-4.09,19.36
193811,-42.96,-20.46,-9.13,4.74,26.53,-39.46,-20.47,-7.59,4.96,27.52,-33.63,-20.61,-7.63,4.08,31.42,-32.63,-19.92,-7.71,6.39,35.48,-33.24,-18.78,-8.75,6.33,28.98
193812,-25.24,1.95,17.19,30.21,78.08,-17.92,4.09,17.18,30.83,68.55,-10.04,3.7,15.88,31.36,68.65,-12.87,3.1,17.81,32.13,60.68,-9.5,2.72,16.76,30.84,67.06
193901,-22.75,9.36,25.78,42.41,126.48,-9.69,11.28,26.04,42.96,86.97,-6.4,11.38,25.12,43.49,91.15,-10.16,9.77,25.85,42.44,74.46,-8.97,9.95,24.46,43.47,80.92
193902,-22.91,6.76,23.8,40.07,134.02,-15.11,7.33,23.15,43.29,87.07,-11.58,8.21,24.11,42.64,91.67,-11.04,7.18,24.55,42.5,85.97,-10.69,9.66,24.06,42.59,90.61
193903,-29.63,-5.33,7.89,21.44,119.46,-24.41,-6.37,7.6,21.07,49.29,-20.07,-5.75,6.99,23.5,70.82,-22.46,-4.94,8.58,22.68,56.42,-18.96,-4.94,8.03,19.45,52.73
193904,1.26,34.83,55.45,80.3,164.69,5.14,36,54.61,83.4,145.29,9.24,38.06,53.82,82.43,159.24,9.92,37.77,56.25,83.98,148.73,14.34,35.67,55.84,81.85,134.71
193905,-29.5,-5.2,8.76,22.26,85.39,-23.37,-5.49,9.14,22.98,52.96,-23.56,-2.89,8.79,25.32,60.86,-17.9,-3.98,10.35,24.39,56.12,-22.91,-3.87,9.12,24.16,51.58
193906,-25.58,2.95,16.53,28.85,111.91,-14.83,4.15,16.89,31.38,63.03,-13.3,2.85,17.03,32.46,66.6,-10.11,4.33,16.04,32.34,73.1,-15.22,4.38,18.19,32.28,62.53
193907,-38.7,-18.19,-4.29,9.63,62.9,-29.58,-17.51,-3.69,11.68,46.94,-31.2,-15.78,-3.55,13.37,44.21,-28.69,-15.43,-2.04,13.96,51.53,-29.52,-14.23,-2.68,13.87,38.05
193908,-53.33,-34.15,-22,-4.64,49.65,-46.62,-33.93,-19.52,-3.85,22.03,-48.05,-33.29,-19.25,-4.72,23.74,-45.15,-33.54,-21,-4.9,36.59,-43.79,-33.69,-20.71,-4.3,18.4
193909,-39.97,-19.01,-5.83,6.32,74.92,-32.97,-19.4,-3.89,10.37,41.14,-31.99,-18.28,-4,8.85,41.43,-28.31,-17.17,-5.63,11.29,70.01,-31.82,-17.59,-4.24,11.82,39.34
193910,-45.13,-27.04,-14.44,1.89,36.18,-41.77,-26.87,-13.26,3.19,37.08,-40.38,-27.44,-13.15,4.59,31.78,-40.39,-26.39,-15.04,2.62,43.98,-38.56,-26.69,-13.02,2.79,26.96
193911,-31.99,-11.28,3.02,16.77,79.74,-31.5,-11.78,2.63,14.79,56.5,-26.34,-10.17,2.02,16.97,40.96,-30.01,-9.06,3.11,15.8,43.41,-26.96,-9.94,3.57,16.08,34.9
193912,-31.95,-8.28,3.46,19.94,86.79,-23.49,-6.72,4.57,17.86,43.86,-21.23,-6.68,5.45,16.91,47.56,-24.31,-5.49,4.98,18.02,42.95,-21.65,-6.12,4.7,17.72,35.2
194001,-40.09,-19.37,-5.67,7.18,67.23,-34.22,-20.38,-5.86,7.77,34.06,-32.18,-19.13,-6.42,6.81,35.56,-34.86,-18.89,-5.89,6.54,32,-32.95,-18.86,-5.99,6.81,22.17
194002,-37.2,-10.67,3.31,16.42,87.4,-28.51,-11.21,4.72,19.27,49,-27.92,-10.16,4.16,18.62,53.54,-27.64,-10.44,5.07,17.56,43.67,-25.64,-10.02,4.61,19.35,33.3
194003,-41.27,-18.15,-2.6,10.23,75.63,-32.8,-16.55,-2.96,11.32,39.19,-31.2,-17.29,-2.98,11.91,45.09,-33.42,-17.99,-1.84,12.61,33.31,-31.11,-14.6,-2.05,11.05,32.19
194004,-26.88,5.49,18.89,32.51,122.93,-13.94,5.62,19.18,34.52,83.63,-11.07,6.81,21.09,34.66,75.4,-12.11,6.28,20.1,34.17,72.38,-7.7,7.01,18.89,32.3,107.22
194005,-20.65,7.07,21.51,37.97,119.96,-13.21,7.8,20.82,38.08,80.43,-7.51,8.97,23.13,38.54,85.35,-10.24,8.47,22.79,39.97,82.06,-8.46,9.31,20.82,36.16,109.23
194006,-31.91,0.98,14.17,30.47,117.6,-19.68,-0.93,13.65,31.21,87.52,-17.03,1.32,15.01,29.93,72.57,-19.66,0.17,13.77,29.41,88.03,-16.29,1.53,13.78,27.83,49.62
194007,-45,-20.77,-8.14,5.67,59.83,-38.25,-20.17,-7.88,4.91,50.28,-36.28,-20.77,-8.08,4.73,42.28,-37.77,-21.45,-7.48,4.49,42.49,-37.31,-20.66,-8.34,2.85,33.05
194008,-46.33,-25.39,-13.34,-1.52,50.94,-42.16,-24.64,-12.78,-0.59,35.77,-40.72,-27.36,-13.58,-1.19,32.24,-40.12,-26.44,-13.8,-0.98,32.08,-40.84,-23.78,-12.9,-2.62,18.2
194009,-37.27,-13.16,-1.19,13.51,86.58,-31.73,-13.18,-2.2,11.89,55.93,-29.04,-11.63,-2.22,12.54,51.37,-28.48,-13.15,-1.04,13.07,55.71,-29.51,-11.38,-1.11,11.44,37.11
194010,-56.02,-34.79,-18.6,-6.29,44.57,-50.74,-35.21,-20.64,-5.01,22.99,-48.93,-33.64,-20.11,-6.6,18.8,-46.86,-33.63,-19.04,-7.12,27.24,-50.65,-33.43,-19.42,-5.77,9
194011,-50.96,-30.06,-17.25,-4.66,31.04,-43.83,-28.55,-14.91,-5.3,20.58,-44.61,-28.91,-15.67,-4.8,20.07,-40.76,-28.31,-16.04,-4,19.06,-42.15,-29.25,-15.72,-4.63,6.44
194012,-40.68,-17.03,-5.91,3.66,37.88,-32.26,-16.61,-5.36,5.73,31.65,-31.76,-16.58,-5.54,4.1,30.31,-28.89,-15.96,-5.7,5.55,29.01,-28.53,-15.35,-5.76,4.6,18.09
194101,-40.48,-18.91,-7.11,3.01,32.88,-35.88,-16.96,-7.32,2.21,28.14,-37.05,-16.83,-7.31,3.31,25.77,-33.2,-17.58,-7.14,1.61,20.04,-27.81,-16.5,-6.98,1.88,16.48
194102,-44.96,-18.92,-7.02,3.66,36.53,-34.81,-18.08,-6.91,4.83,33.41,-35.07,-16.86,-6.8,5.33,33.03,-30.51,-17.71,-6.84,4.25,24.39,-29.77,-17.38,-5.89,3.81,19.27
194103,-41.65,-21.23,-12.08,-2.08,25.55,-36.49,-21.41,-11.13,-2.43,17.75,-34.75,-19.49,-11.43,-1.97,16.86,-34.9,-20.25,-11.25,-2.3,14.69,-31.27,-19.81,-11.39,-2.4,12.69
194104,-45.57,-25.07,-15.94,-5.59,13.64,-40.25,-24.7,-15.32,-6.85,13.23,-39,-22.99,-15.26,-5.92,12.39,-40.83,-24.29,-16.12,-6.07,13.67,-35.84,-23.45,-15.11,-5.83,7.5
194105,-44.86,-24.95,-15.95,-7.14,23.99,-39.62,-24.16,-15.18,-6.53,13.49,-41.92,-24.78,-14.76,-6.16,10.02,-39.42,-23.86,-14.67,-5.9,11.54,-34.53,-23.31,-15.32,-7.17,7.95
194106,-29.58,-2.8,9,21.27,55.26,-22.4,-4.55,8.13,20.76,50.2,-23.5,-1.24,8.97,21.79,49.01,-24.84,-1.73,9.26,20.3,49,-19.57,-3.23,7.99,19.75,45.45
194107,-33.35,-7.7,5.11,15.65,56.03,-32.05,-8.24,3.58,14.85,43.8,-30.84,-7.73,3.05,15.65,41.99,-28.25,-6.98,3.46,15.8,41.03,-22.87,-8.49,3.33,16.73,40.64
194108,-30.48,-5.25,5.29,17.78,64.48,-25.67,-5.05,4.62,14.66,51.16,-28.93,-5.42,5.24,18.34,41.88,-23.9,-5.08,4.85,18.14,51.03,-25.4,-6.42,5.02,17.45,42.57
194109,-19.7,1.5,14.32,28.31,80.99,-16.65,0.89,12.25,29.75,68.51,-19.06,0.93,13.37,27.71,59.47,-18.74,0.86,13.29,28.75,66.95,-12.1,0.41,12.44,28.85,58.96
194110,-24.6,-5.6,7.86,23.37,75.51,-22.15,-3.4,7.85,21.89,62.94,-20.4,-4.82,8.89,22.84,56.74,-24.93,-2.72,8.84,24.96,60.36,-16.19,-3,7.23,24.35,48.28
194111,-30.17,-10.99,2.19,17.99,67.39,-30.8,-10.23,2.49,16.02,43.45,-24.17,-9.15,2.64,15.6,47.01,-25.32,-8.88,2.34,17.54,49.92,-23.84,-8.79,1.5,15.46,41.54
194112,-38.28,-14.53,-2.73,11.64,51.87,-35.85,-14.92,-3.43,8.85,39.92,-29.53,-14.2,-3.59,9.42,40.24,-29.91,-13.89,-2.43,9.48,38.44,-26.48,-13.82,-3.59,9.46,33.92
194201,-41.33,-17.51,-4.12,7.72,56.23,-36.5,-17.27,-5.07,9.3,54.72,-33.92,-17.84,-4.67,8.29,35.13,-35.76,-16.58,-5.1,8.76,44.41,-30.63,-17.03,-5.2,9.01,31.77
194202,-50.21,-23.38,-8.17,4.05,42.68,-47.14,-23.73,-8.22,4.1,48.69,-40.12,-21.61,-8.11,3.85,35.68,-40.6,-22.19,-7.86,5.41,33.69,-38.13,-22.03,-8.71,4.31,22.72
194203,-37.68,-12.96,0.62,12.63,59.9,-33.64,-11.38,0.06,13,60.15,-30.99,-11.86,0.26,13.21,42.68,-32.06,-11.2,0.31,13.18,47.02,-26.95,-11.13,0.73,11.76,31.79
194204,-38.32,-13.76,-1.7,8.02,56.17,-33.2,-14.36,-3.36,8.92,48.45,-33.51,-13.54,-1.99,9.21,33.27,-31.05,-13.34,-2.85,8.63,38.38,-28.04,-14.08,-2.13,9,26.3
194205,-34.96,-13.99,-3.4,9.07,55.45,-34.2,-14.05,-3.1,8.5,53.28,-30.85,-13.78,-2.49,9.62,35.86,-30.62,-14.57,-3.7,7.87,40.1,-28.93,-14.19,-2.88,8.93,28.69
194206,-37.14,-19.1,-7.7,0.98,55.93,-38.21,-18.54,-8.29,1.6,39.65,-34.02,-18.84,-8.86,1.35,24.75,-33.95,-19.56,-9.22,2.39,31.17,-31.52,-18.12,-9.39,1.79,25.6
194207,-38.71,-21.01,-13.53,-2.12,49.06,-37.25,-21.3,-13.03,-1.74,29.43,-37.18,-21.46,-12.77,-2.02,17.36,-32.93,-20.59,-11.82,-1.49,26.78,-33.33,-20.31,-12.18,-1.66,21.12
194208,-48.2,-28.31,-18.64,-8,30.57,-41.81,-27.25,-17.37,-9.1,10.19,-42.28,-27.03,-16.98,-7.65,10.57,-42.77,-25.97,-17.37,-8.5,9.81,-41.68,-25.64,-16.98,-8.34,9.38
194209,-42.87,-23.12,-12.81,-5.25,37.62,-39.78,-24.6,-12.86,-3.42,18.56,-38.07,-23.23,-13.55,-2.97,14.4,-38.98,-22.91,-13.12,-3.55,15.14,-38.51,-22.36,-13.74,-3.9,11.34
194210,-37.19,-19.81,-9.85,-0.17,53.26,-35.66,-19.53,-10.36,0.11,22.19,-33.83,-19.85,-10.82,0.2,18.29,-34.35,-19.54,-10.81,-1.24,20.06,-33.36,-19.24,-10.87,0,15.6
194211,-29.03,-11.9,-1.48,9.87,92.62,-27.01,-12.78,-3.01,9.37,39.41,-24.45,-11.01,-1.66,10.3,31,-27.14,-11.41,-2.18,9.33,31.36,-23.62,-12.07,-2.54,9.01,33.61
194212,-14.33,-1.13,9.53,22.76,115.25,-17.01,-1.47,8.97,20.76,62.97,-14.05,-0.95,9.92,23.31,45.99,-15.63,-1.2,9.25,21.06,60.86,-12.89,-0.54,9.42,21.63,47.58
194301,-9.32,2.75,16.31,34.84,117.17,-12.24,3.18,16.75,34.79,94.43,-12.68,2.81,15.53,35.11,80.45,-12.5,2.87,17.01,34.84,73.33,-10.28,2.97,18.22,35,80.36
194302,-22.15,0.11,12.26,25.87,81.01,-16.49,-1.17,12.64,26.61,68.23,-18.39,-0.81,11.36,26.48,62.47,-14.54,-0.54,11.86,26.4,56.27,-10.2,-0.18,11.85,25.76,61.07
194303,-1.27,15.65,28.65,45.63,119.46,-0.25,15.39,27.26,45.45,121.87,0.32,14.34,28.75,46.71,94.03,-1.56,15.18,28.95,45.04,77.55,3.66,15.71,28.9,45.11,85.46
194304,10.35,34.5,50.93,68.99,216.56,15.39,34.62,49.86,67.3,161.03,11.39,33.21,48.09,71.22,147.17,13.09,34.12,48.6,74.16,132.07,16.22,33.61,47.96,70.87,118.93
194305,25.63,53.82,72.06,103.47,233.65,28.25,53.59,71.37,101.74,192.3,28.34,53.81,72.5,99.8,238.48,33.17,53.3,70.66,103.11,187,34.29,53.92,70.17,100.16,163.77
194306,21.41,49.68,70.46,108.54,255.25,25.3,48.87,68.11,104.48,240.51,26.84,48.59,67.97,101.39,247.59,30.42,50.77,68.72,105.59,229.2,29.96,48.08,68.2,103.81,180.77
194307,31.07,51.73,75.16,123.36,309.69,26.95,55.03,79.14,119.56,228.62,27.4,53.03,77.76,113.3,321.59,30.77,53.54,77.44,117.1,300.14,31.65,51.9,75.38,125.43,233.05
194308,23.9,46.86,70.49,110.1,279.15,25.05,50.95,72.74,107.25,200.62,24.3,48.26,72.05,108.8,302.65,29.28,51.98,72.47,111.35,306.69,27.7,49.58,72.32,116.02,207.48
194309,13.46,39.99,59.9,92.61,216.71,14.75,40.31,58.81,88.13,163.55,20.03,39.62,55.09,85.67,226.77,21.3,39.86,56.94,86.83,246.52,21.43,38.61,56,89.43,186.3
194310,11.68,36.49,53.39,85.12,180.88,12.79,36.15,52.07,83.2,161.67,17.29,37.12,55.53,79.77,177.95,16.39,36.61,53.94,83.1,210.36,18.83,36.56,54.19,81.67,142.74
194311,7.99,32.09,47.84,72.42,160.49,5.85,33.71,47.43,67.75,137.91,10.16,34.16,46.82,71.4,152.04,7.91,32.68,47.42,70.02,148.13,13.9,32.64,47.11,71,130.81
194312,9.65,34.18,46.95,73.43,163.59,11.23,32.5,49.56,74.25,149.86,12.93,32.48,47.15,71.38,184.45,15.71,33.72,46.45,67.95,155.16,17.42,32.95,47.8,68.74,120.12
194401,-1.23,18.67,31.13,48.75,137.37,-0.48,17.41,31.74,52.04,105.15,2.47,18.79,32.14,51.8,116.31,2.64,19.52,31.59,49.36,135.86,3.95,17.88,32.1,45.46,73.52
194402,-3.63,15.51,27.53,43.22,100.88,-2.17,16.93,27.71,45.07,92.3,0.59,17.26,27.26,42.03,75.08,-1.2,15.52,27.41,43.3,111.03,1.23,15.06,27.21,43.06,75.75
194403,-16.32,10.5,22.98,34.87,82.06,-4.38,11.06,22.12,35.5,90.84,-3.43,10.67,21.14,34.64,60.02,-4.56,10.51,20.98,33.35,77.87,-1.81,10.72,21.07,34.04,58.48
194404,-15.89,2.34,11.14,22.66,61.95,-11.55,3.49,11.03,21.82,57.26,-9.39,3.19,12.02,21.11,45.3,-11.33,2.37,11.72,21.87,55.89,-8.37,2.62,11.21,20.94,40.1
194405,-14.44,4.3,13.69,22.76,62.91,-9.94,3.99,14.34,21.92,54.32,-6.14,4.93,13.08,22.85,47.43,-10.35,4.81,12.72,23.24,51.62,-8.04,3.99,12.45,21.52,37.71
194406,-26.33,-5.36,3.14,11.57,39.02,-18.72,-5.03,2.92,11.77,40.55,-17.54,-5.65,4.43,11.12,31.17,-18.04,-5.41,3.8,12.01,33.7,-16.95,-5.25,3.22,11.77,24.41
194407,-19.69,0.65,7.37,16.3,48.4,-15.4,0.36,7.97,15.5,47.05,-11.47,-0.55,7.66,16.85,41.41,-13.01,-0.44,7.62,15.47,37.68,-10.48,-0.47,7.31,15.53,31.54
194408,-0.02,15.49,24.61,36.39,74.61,3.22,14.29,24.18,36.42,77.54,3.05,14.57,23.44,36.93,68.38,2.58,14.76,23.95,36.63,69.46,4.06,14.13,24.52,36.88,56.05
194409,-0.63,13.38,22.67,33.9,76.32,0.72,13.53,22.21,33.54,70.24,2.65,14.04,21.82,32.96,62.18,2.1,13.24,22.53,32.12,59.55,2.99,13.4,21.37,33.44,47.42
194410,-3.4,12.49,21.75,33.02,71.78,0.15,11.49,21.49,33.64,72.49,0.92,12.9,21.36,33.6,61.46,0.32,11.91,21.28,31.04,73.55,0.94,12.39,20.6,32.89,55.5
194411,-2.07,13.09,21.67,34.92,70.6,0.24,12.51,22.09,33.9,74.57,2.12,14.39,22.19,32.47,63.27,1.02,13.44,22.41,32.55,71.43,2.01,12.78,20.97,32.03,50.33
194412,6.62,24.04,32.57,49.38,94.57,7.36,23.72,32.77,47.6,93.64,10.59,23.03,33.43,48.62,81.39,8.89,23,33.7,48.01,98.48,10.54,23.33,32.08,45.28,66.63
194501,-2.35,14.92,25.22,37.48,81.8,-1.11,16.52,24.73,37.45,81.63,5.11,16.05,25.04,36.15,65.35,3.22,16.55,24.24,37.73,77.32,4.87,16.23,23.56,35.43,54.79
194502,2.56,18.24,28.27,40.79,84.92,1.64,17.55,28.07,39.85,77.98,5.34,17.57,27.36,42.08,73.02,5.41,17.75,27.62,40.3,81.74,7.05,17.68,28.14,40.61,59.2
194503,7.19,21.58,30.99,43.5,91.67,5.19,21.11,30.55,43.82,89.68,7.51,20.21,30.02,44,76.07,10.92,20.66,30.82,43.1,95.7,10.15,20.52,30.18,43.74,63.69
194504,8.95,25.59,36.46,51.04,106.22,9.43,27.03,37.37,49.94,92.73,9.71,26.46,37.32,49.82,80.45,14.49,25.37,37.03,49.62,97.14,15.03,24.91,36.13,49.57,70.04
194505,6.24,23.78,32.48,45.59,90.34,5.07,23.3,32.77,45.98,88.28,12.2,23.24,32.61,45.51,79.01,10.93,22.86,33.93,44.4,86.59,12.91,22.7,32.43,43.8,67.32
194506,8.89,24.48,33.79,50.46,91.48,8.02,25.2,34.82,49.4,95.31,11.76,25.2,35.52,50.76,86.36,12.14,25.34,35.78,48.89,93.12,14.87,24.69,35.16,48.98,81.2
194507,4.02,18.88,26.93,38.98,69.34,7.43,18.96,26.85,38.85,73.86,5.63,18.39,28.58,37.93,70.7,6.38,19.22,26.65,38.21,69.39,10.28,19.22,27.15,37.62,72.78
194508,7.34,22.43,31.91,46.48,83.28,8,22.01,32.41,45.48,107.12,7.16,22.26,31.58,44.81,89.65,10.41,21.35,30.71,44.06,84.18,12.46,21.19,30.63,44.06,90.41
194509,2.92,16.16,24.96,35.79,68.85,3.38,15.71,25,34.41,78.79,3.62,16.86,24.78,35.03,66.67,5.69,15.77,24.16,36.07,71.68,6.88,15.5,24.56,33.93,66.18
194510,7.73,24.93,33.18,46.4,79.24,11.42,23.56,33.46,45.64,86.23,9.24,24.03,33.34,44.91,75.49,11.57,24.62,33.31,45.87,79.94,14.53,23.37,32.82,43.17,69.28
194511,14.02,30.53,42.24,55.49,89.48,16.6,31.03,40.87,56.36,107.16,15.72,30.66,42.3,55.42,83.36,18.43,31.45,41.83,54.97,98.97,18.53,29.78,40.62,53.73,84.36
194512,19.93,35.54,46.19,62.52,103.64,20.22,34.2,45.71,61.82,107.2,18.43,35.1,45.35,60.83,95.31,20.84,34.8,46.53,61.04,118.31,22.97,34.52,45.56,59.48,118.87
194601,18.16,36.4,48.61,66.44,126.34,20.21,36.58,46.78,63.53,105.76,22.8,37.62,48.61,65.3,99.23,18.81,37.74,48.85,66.76,127.6,24.49,37.4,48.64,64.54,141.98
194602,16.21,33.5,45.77,63.07,112.66,21.18,34.89,45.62,63.41,108.22,16.76,33.87,45.38,62.1,100.78,18.55,33.5,46.11,63.24,114.09,21.33,33.38,45.12,61.77,140.83
194603,16.33,31.61,46.46,63.86,123.42,18.76,33.8,44.8,66.28,113.19,18.25,32.47,47.6,62.92,109.3,16.23,32.91,46.66,65.72,117.13,18.72,32.26,47.44,63.44,151.5
194604,14.2,29.94,44.05,64.76,128.57,15.6,30.25,44.9,63.98,113.8,14.75,29.44,43.54,64.04,116.58,15.3,29.65,44.36,64,110.41,15.38,28.8,45.33,61.65,168.02
194605,7.25,27.47,39.84,59.15,118.72,9.18,26.24,41.24,61.97,115.17,9.94,26.25,40.66,59.63,113.96,9.64,27.14,39.78,61.8,113.16,10.09,26.28,41.17,58.81,140.3
194606,9.35,28.04,45.49,65.51,125.08,7.87,29.04,43.57,66.16,120.33,9.33,29.07,45.13,67.75,131.93,8.36,29.15,45.22,66.22,117.21,10.02,28.99,44.79,62.97,147.33
194607,9.38,33.32,49.01,71.43,126.52,9.03,32.63,47.44,71.95,118.57,11.16,34.06,50.14,71.57,125.38,9.25,31.67,49.2,70.52,118.97,12.5,31.63,48.84,69.03,148.16
194608,7.36,31.01,47.27,67.94,117.56,10.78,31.87,45.54,67.61,116.61,12.77,32.4,46.75,65.82,114.67,9.5,31.05,46.74,65.82,112.4,12.97,32.3,46.47,63.14,142.98
