Date,Small Size  & Low Ret212,Small Size  & 2 Ret212,Small Size  & 3 Ret212,Small Size  & 4 Ret212,Small Size  & High Ret212,2 Size  & Low Ret212,2 Size  & 2 Ret212,2 Size  & 3 Ret212,2 Size  & 4 Ret212,2 Size  & High Ret212,3 Size  & Low Ret212,3 Size  & 2 Ret212,3 Size  & 3 Ret212,3 Size  & 4 Ret212,3 Size  & High Ret212,4 Size  & Low Ret212,4 Size  & 2 Ret212,4 Size  & 3 Ret212,4 Size  & 4 Ret212,4 Size  & High Ret212,Big Size  & Low Ret212,Big Size  & 2 Ret212,Big Size  & 3 Ret212,Big Size  & 4 Ret212,Big Size  & High Ret212
193007,1.52,1.45,2.07,1.75,1.65,5.88,5.77,5.88,6.02,6.72,14.16,12.91,15.15,16.37,14.7,34.51,41.26,42.42,39.8,38.91,119.49,210.69,265.56,291.11,429.37
193008,1.62,1.61,1.75,1.47,2.13,6.05,5.96,6.3,6.93,7.05,15.15,13.82,16.42,16.96,15.05,37.49,42.97,40.17,42.1,40.39,126.67,202.45,357.68,310.4,430.93
193009,1.48,1.48,1.59,1.61,1.54,5.88,5.97,5.99,6.53,6.08,13.72,14.92,15.23,15.52,14.88,40.99,38.02,41.4,40.41,41.35,219.94,215.24,365.28,416.41,339.23
193010,1.16,1.03,1.31,1.49,1.61,4.75,4.99,4.95,5.88,5.4,11.37,13.09,12.31,13.18,13.02,31.39,38.61,34.14,34.15,32.51,162.05,170.05,200.95,422.47,314.12
193011,1.04,1.08,0.86,1.41,1.53,4.38,4.54,4.28,5.62,4.82,10.43,11.41,10.94,11.71,11.02,29.03,33.74,35.97,29.16,28.25,206.63,118.87,203.89,312.6,368.76
193012,1.02,1.07,1.07,0.98,1.38,4.24,4.17,4.98,4.76,4.49,10.5,11,11.04,11.55,10.76,30.78,32.73,32.74,33.04,24.99,124.44,131.85,136.85,352.94,355.53
193101,0.7,0.84,0.96,1.02,0.83,3.28,3.48,3.69,4.09,3.76,8.79,9.58,9.69,9.75,9.45,25.39,31.74,29.57,25.74,23.82,90.05,110.98,156.91,337.86,321.86
193102,0.91,1.18,0.91,0.98,0.93,3.77,4.23,4.49,4.54,4.36,10.24,10.68,10.49,10.68,10.79,31.51,32.21,31.49,29.24,25.66,140,112.2,145.83,334.86,320.98
193103,1.18,1.23,1.28,1.62,1.52,4.59,4.68,4.8,5.63,4.93,10.96,11.67,12.24,12.47,12.21,34.08,33.96,37.2,29.48,29.97,143.57,156.66,237.34,298.46,376.16
193104,1.02,1.21,1.47,1.37,1.22,4.12,4.13,4.77,4.87,4.58,9.22,11.38,11.6,11.44,11.04,33.07,30.07,31.13,29.77,27.62,74.9,170.19,212.33,285.25,351.43
193105,0.83,1.01,1.12,1.02,0.74,3.62,3.37,3.78,3.89,3.94,8.89,9.4,9.5,8.82,9.4,25.34,24.64,27.89,26.95,24.87,96.38,190.76,206.05,246.32,342.06
193106,0.69,0.84,0.88,1.07,0.67,2.8,2.95,3.57,3.39,3.74,6.88,8.26,7.86,8.06,8.75,19.89,23.34,23.35,21.8,21.21,102.56,111.48,192.4,224.61,269.93
193107,0.91,0.91,1.03,1.29,0.81,3.75,3.36,3.52,4.08,4.27,8.86,9.04,9.47,9.1,9.68,26.39,25.81,28.32,25.21,23.94,67.86,130.45,257.54,218.41,344.28
193108,0.8,0.93,0.96,0.99,0.84,3.28,3.46,3.67,3.37,3.96,7.49,8.13,9.01,8,9.13,25.5,24.96,25.42,21.67,22.78,101.9,117.88,234.86,180.11,343.77
193109,0.78,0.76,1.04,0.72,0.81,3.19,3.42,3.44,3,3.86,7.31,8.19,8.16,8.62,9.03,26.43,23.95,21.19,25.64,22.59,79.95,158.29,228.55,178.45,378.75
193110,0.48,0.56,0.58,0.79,0.45,2.12,2.2,2.3,2.26,2.07,5.21,5.32,5.32,5.61,5.79,17.59,16.16,15.51,16.75,16.03,51.5,105.9,145.13,176.92,201.46
193111,0.58,0.54,0.64,0.69,0.69,2.29,2.4,2.66,2.61,2.34,5.54,6.14,6.01,5.95,5.84,17.97,17.73,16.34,17.35,17.14,56.67,88.23,150.7,227.47,190.08
193112,0.49,0.61,0.5,0.57,0.51,2.11,2.21,2.21,2.29,2.05,5.12,5.57,5.15,5.48,5.24,15.65,15.71,16.4,14.84,15.81,45.83,92.41,113.28,239.99,157.75
193201,0.4,0.4,0.38,0.42,0.36,1.72,1.75,1.62,1.88,1.36,4.53,4.1,4.28,4.29,4.28,12.44,13.19,14.49,13.88,11.85,54.16,83.09,101.26,245.69,94.57
193202,0.39,0.46,0.48,0.46,0.47,1.69,1.85,1.67,1.74,1.92,4.39,4.32,4.45,4.6,4.66,12.42,13.94,12.41,14.8,12.37,51.82,88.09,83.28,191.63,140.88
193203,0.42,0.47,0.44,0.45,0.34,1.84,1.6,1.78,1.94,1.81,4.63,4.1,4.6,4.59,4.47,11.94,15.04,12.97,12.53,14.16,66.25,81.25,106.08,228.27,112.73
193204,0.32,0.4,0.44,0.43,0.42,1.42,1.47,1.55,1.57,1.47,3.64,3.71,3.52,3.99,4.18,11.61,11.75,11.07,11.46,12.16,32.08,78.99,86.77,137.1,159.97
193205,0.24,0.3,0.29,0.37,0.3,1.1,1.2,1.19,1.36,1.15,3.04,3.32,3.11,3.15,3.39,10.19,8.93,9.77,9.51,10.47,34.62,69.68,91.24,144.26,94.42
193206,0.21,0.25,0.28,0.22,0.23,0.84,0.87,0.94,0.99,0.81,2.18,2.54,2.25,2.34,2.27,7.08,6.85,7.41,6.73,7.09,23.94,74.75,72.08,111.49,66.01
193207,0.2,0.27,0.24,0.28,0.2,0.9,0.92,0.95,0.97,0.91,2.34,2.38,2.33,2.5,2.37,7.9,6.51,7.32,7.28,7.77,34.67,55.29,67.84,83.57,101.14
193208,0.29,0.36,0.36,0.34,0.29,1.24,1.23,1.32,1.36,1.4,3.14,3.27,3.18,3.31,3.22,10.48,9.67,9.9,8.82,10.46,50.18,103.3,74.08,144.26,93.21
193209,0.57,0.68,0.6,0.64,0.55,2.13,2.2,2.1,2.12,2.14,5.08,5.08,4.84,5.25,4.83,16.02,15.1,14.55,12.25,15.63,61.88,154.31,111.15,177.47,136.63
193210,0.44,0.49,0.6,0.66,0.48,1.84,1.99,2.01,1.92,1.74,4.99,4.28,4.6,4.67,4.81,13.39,15.38,15.9,13.02,13.18,99.89,157.17,183.91,114.44,75.22
193211,0.39,0.42,0.48,0.39,0.41,1.49,1.55,1.74,1.42,1.54,4.2,3.57,3.64,3.64,4.05,9.55,12.05,12.45,11.51,12.2,62.21,123,149.37,137.26,68.61
193212,0.34,0.4,0.42,0.37,0.36,1.33,1.42,1.52,1.12,1.37,3.35,3.32,3.64,3.73,3.63,9.1,12.74,10.65,10.11,12.65,47.93,102.2,83.51,184.33,63.66
193301,0.33,0.26,0.38,0.36,0.32,1.19,1.45,1.19,1.27,1.19,3.4,3.09,3.13,3.63,3.37,11.19,12.32,9.99,10.01,13.56,116.5,79.32,175.17,128.22,66.95
193302,0.35,0.36,0.35,0.34,0.23,1.22,1.41,1.41,1.3,1.26,3.4,3.55,3.21,3.64,3.86,9.85,11.16,10.66,12.03,12.34,42.75,107.19,105.66,140.76,125.04
193303,0.31,0.24,0.23,0.3,0.25,1.07,1.01,1.11,1.16,1.1,2.94,2.56,2.73,3.09,3.18,10.35,8.98,9.3,9.4,10.42,39.16,79.27,95.54,138.1,72.37
193304,0.29,0.33,0.29,0.25,0.25,1.06,1.14,1.2,1.27,1.14,2.93,2.96,3.07,3.13,3,10.99,9.66,9.3,10.07,10.89,57.03,96.3,90.24,147.25,67.69
193305,0.39,0.46,0.41,0.39,0.46,1.54,1.71,1.8,1.64,1.74,4.37,4.41,4.71,4.44,4.31,16.61,15.04,15.65,15.38,16.53,57.14,150.78,178.04,159.38,93.27
193306,0.77,0.71,1.11,0.85,0.86,2.76,2.92,2.91,2.71,2.73,6.67,6.86,7.34,6.22,6.62,22.11,21.77,20.39,19.6,21.14,228.17,190.84,188.87,162.11,89.56
193307,1.12,0.94,0.97,1.11,1.19,3.55,3.51,3.34,3.54,3.26,7.78,8.46,7.69,8.25,7.54,25.69,23.78,23.76,23.57,23.91,261.22,183.49,123.28,180.51,71.08
193308,0.94,1.17,0.94,0.99,0.97,3.01,3.04,3.35,2.84,2.95,6.64,6.91,7.55,6.58,7.03,20.2,21.39,21.57,20.87,21.74,250.19,134.24,124.68,175.1,77.65
193309,1.03,0.99,1.16,1.09,0.99,3.14,3.49,3.44,3.09,3.36,8.3,8.05,8.03,8.16,7.17,28.11,25.23,25.71,23.25,23.88,173.86,253.3,143.65,179.45,176.65
193310,0.86,0.8,0.8,0.81,0.85,2.64,2.79,2.85,2.84,2.73,6.49,6.66,6.73,6.64,6.7,20.44,21.82,20.83,19.79,21.31,196.62,189.36,146.85,180.13,76.16
193311,0.73,0.63,0.78,0.87,0.59,2.36,2.47,2.26,2.61,2.32,6.04,5.87,5.56,5.74,6.4,18.76,19.23,18.28,18.97,18.99,116.32,233.58,142.21,172.02,73.47
193312,0.75,0.8,0.65,0.81,0.67,2.5,2.38,2.77,2.51,2.6,6.68,5.8,5.84,6.82,6.1,21.71,20.01,19.24,20.03,20.47,137.24,284.69,159.96,167.89,76.05
193401,0.76,0.6,0.67,0.77,0.76,2.36,2.48,2.6,2.56,2.49,7.02,6.46,6.39,6.27,7,21.2,22.58,21.92,19.15,21.02,205.2,193.26,147.34,190.23,78.47
193402,0.87,1.03,1.09,1.18,1.02,3.08,3.5,3.67,3.81,3.18,7.96,8.06,8.62,8.13,8.45,24.71,25.94,23.52,23.79,26.79,235.08,212.92,148.51,220.32,79.67
193403,1.15,0.76,1.13,1.17,1.17,3.34,3.58,3.76,3.45,3.44,8.08,8.81,8.28,8.57,8.33,24.79,22.79,25,22,26.27,209.15,201.79,151.56,153.22,89.51
193404,1.06,0.83,1.12,1.09,1.17,3.43,3.47,3.51,3.46,3.43,8.03,8.91,8.09,8.12,8.44,24.65,24.82,26.64,20.95,25.41,233.84,182.28,111.18,192.21,84.86
193405,1.16,0.97,0.94,1.08,1.15,3.31,3.62,3.6,3.45,3.3,8.39,8.29,8.23,8.73,7.77,24.28,24.46,25.06,23.07,23.29,167.3,214.94,192.59,80.33,87.72
193406,0.79,0.96,0.97,1.06,0.93,3.07,3.12,3.16,2.9,3.12,7.17,7.63,8.05,6.99,7.45,21.91,22.42,21.86,23.85,19.88,135.54,154.45,221.96,161.21,86.32
193407,0.81,0.78,0.99,1.22,1.03,3.07,2.98,2.94,2.89,3.1,6.88,7.14,7.72,7.7,7.34,20.89,24.96,23.7,21,22.05,140.37,124.72,183.3,236.14,105.55
193408,0.58,0.65,0.78,0.81,0.94,2.06,2.35,2.38,2.34,2.52,5.44,6.08,6.2,6.1,6.01,15.4,18.38,20.58,21.24,17.22,133.03,108.39,184.52,187.47,113.02
193409,0.67,0.72,0.85,0.74,1.05,2.37,2.48,2.63,2.52,2.88,6.52,6.57,6.94,6.34,6.55,17.73,20.6,23.37,19.79,20.75,64.33,98.52,144.04,193.71,169.66
193410,0.61,0.67,0.78,0.87,0.99,2.45,2.43,2.52,2.61,2.57,6.46,6.5,6.24,6.93,6.28,19.38,19.12,22.12,21.56,19.02,83.34,98.98,210.14,202.81,93.1
193411,0.6,0.69,0.73,0.85,0.85,2.31,2.59,2.48,2.51,2.43,7,6.05,6.37,6.46,6.36,20.18,18.04,21.63,21.95,20.02,63.81,113.05,186.23,183.83,130.21
193412,0.73,0.78,0.67,1.04,1.07,2.72,2.99,2.91,2.76,2.93,6.8,6.58,8.06,7.99,7.31,20.9,21.02,23.52,25.22,23.46,77.27,148.8,210.85,171.56,96.35
193501,0.77,0.74,0.82,0.77,1.09,2.86,2.81,3.08,3.02,2.82,7.5,8.17,6.87,7.91,7.28,20.72,22.28,24.99,23.43,21.35,94.24,123.23,261.19,144.06,92.49
193502,0.72,0.72,0.87,1.27,1.03,2.59,2.73,2.81,2.85,2.96,7.61,6.78,7.19,7.28,6.85,20.62,19.2,23.82,19.81,23.05,88.21,107.88,168.33,211.64,117.66
193503,0.65,0.68,0.93,0.71,1.02,2.38,2.62,2.69,2.76,2.5,6.73,6.62,7.49,6.35,6.67,20.69,19.44,21.37,20.53,21.43,99.45,113.2,143.76,205.01,138.6
193504,0.53,0.62,0.75,0.56,1.01,2.16,2.13,2.25,2.7,2.25,6.35,6.05,6.05,5.99,6.48,16.96,19.05,20.21,18.76,20.4,47.5,130.12,140.06,214.91,120.81
193505,0.6,0.77,0.72,0.71,0.56,2.37,2.61,2.61,2.84,2.58,6.93,6.89,6.57,6.68,7.1,19.52,19.06,22.48,19.17,22.22,56.41,117.54,108.15,228.54,156.74
193506,0.63,0.62,0.85,0.87,0.6,2.18,2.84,2.84,2.69,2.61,6.97,7.31,7.11,6.83,7.25,17.48,23.49,23.24,20.41,21.76,64.62,112.46,172.22,228.16,142.74
193507,0.55,0.83,0.8,0.72,0.84,2.34,2.73,2.62,2.81,3.02,7.33,7.49,7.05,7.34,8.03,18.38,21.19,25.49,22.44,21.22,75.45,135.06,128.43,263.55,162.24
193508,0.67,0.86,0.87,0.77,1.15,3.01,2.9,2.94,3.34,3.33,8.07,7.84,8.41,8.27,8.56,17.73,23.45,26.99,24.58,23.92,74.41,152.94,273.89,198.5,141.81
193509,0.79,1.03,1,1.23,1.02,3.21,3.55,3.48,3.57,3.51,9.3,8.53,8.72,8.9,9.39,21.36,24.33,26.34,26.03,23.6,52.17,144.67,216.72,226.01,184.78
193510,0.76,0.98,0.95,1.2,1.22,3.34,3.26,3.63,3.47,3.74,9.64,8.49,9.37,9.65,9.09,24.11,25.33,26.5,25.4,23.15,141.04,178.19,243.58,215.42,169.03
193511,0.85,1.11,0.98,1.16,1.19,3.83,3.54,3.66,3.93,4.04,10.75,9.47,10.15,10.06,10.05,23.98,27.18,29.3,25.52,26.11,128.97,191.52,188.05,290.49,183.65
193512,1.06,1.36,1.55,1.52,1.34,4.31,4.06,4.28,4.55,4.18,10.96,10.45,11.12,10.28,10.99,25.96,27.65,28.35,28.75,27.7,133.34,164.01,225.4,291.46,238.87
193601,1.19,1.33,1.14,1.45,1.39,4.89,4.42,5.01,4.46,4.55,10.76,13.75,11.68,12.06,11.31,27.2,30.87,32.9,26.48,27.77,158.49,254.25,151.55,332.59,164.38
193602,1.69,1.49,1.53,1.43,1.75,5.38,5.04,5.16,5.34,5.29,13.45,13.32,13.26,12.83,12.86,29.52,31.01,32.66,32.1,31.98,201.94,258.01,211.17,359.06,173.2
193603,1.98,1.72,1.71,1.77,1.61,6.03,5.29,5.39,5.73,5.51,13.77,12.76,14.33,13.23,13.51,30.44,33.15,32.98,31.12,32.31,157.16,248.1,405.78,257.25,166.5
193604,1.81,1.82,1.57,1.78,1.73,5.87,5.57,5.7,5.58,5.96,14.08,13.84,14.39,14.16,13.04,31.01,32.9,31.19,35.27,30.11,196.46,352.43,345.85,148.53,144
193605,1.67,1.27,1.42,1.37,1.35,5.12,4.75,4.56,5.21,4.86,13.03,12.66,11.14,12.95,11.19,29.53,26.33,30.81,28.57,26.77,192.79,342.84,199.11,237.55,134.9
193606,1.57,1.41,1.36,1.63,1.46,4.99,5.02,5.16,5.6,5.22,13.28,13.04,12.76,12.67,12.5,29.75,29,34.28,28.17,28.44,224.17,284.63,239.89,276.5,153.25
193607,1.49,1.48,1.38,1.43,1.45,4.9,4.95,5.48,4.94,5.27,13.61,12.24,12.48,13.12,12.62,29.51,30.63,30.9,29.55,29.97,230.34,315.28,205.76,283.89,168.91
193608,1.7,1.53,1.77,1.54,1.55,5.67,5.55,5.51,6.11,5.21,14.13,13.42,13.81,12.8,14.72,31.44,31.88,31.69,30.58,34.26,225.78,225.17,344.31,253.19,196.07
193609,1.5,1.82,1.89,1.26,1.79,5.52,5.56,6.66,5.8,5.39,14.54,14.04,14.45,14.31,14.17,31.43,33.08,29.54,34.24,34.9,205.71,180.82,386.04,226.55,238.16
193610,1.66,1.73,1.88,1.73,1.62,5.7,5.87,6.25,6.28,5.8,14.63,14.41,14.95,13.8,14.95,30.9,34.71,31.72,32.14,35.08,206.42,348.08,326.01,184.07,218.09
193611,1.75,2.04,1.87,1.84,1.88,5.88,6.72,6.65,6.54,6.29,16.1,15.59,15.33,15.97,14.71,35.07,32.75,36.79,36.93,34.18,242.4,332.16,315.42,280.1,193.61
193612,1.96,2.09,2.46,2.45,2.2,6.71,7.13,6.65,6.99,7.34,16.36,16.63,15.21,16.54,16.76,35.97,32.64,35.66,39.35,35.5,182.66,312.69,333.44,337.79,196.4
193701,2.21,2.23,2.24,2.09,2.23,7.64,7.46,6.45,6.84,7.6,16.97,17.3,15.92,17.86,16.74,36.22,36.05,38.52,37.25,39.01,210.72,172.82,486.48,300.92,161.15
193702,2.19,2.35,2.55,2.84,3.2,7.41,6.9,7.63,8.36,7.84,18.42,18.06,16.74,17.96,17.4,37.91,37.89,39.67,39.03,39.77,161.97,194.38,462.99,326.21,196.39
193703,2.56,2.52,2.7,2.53,2.49,7.89,7.83,7.61,8.31,7.44,19.1,18.86,16.81,16.79,18.38,38.94,40.13,42.79,36.69,40.28,156.55,272.89,397.22,274.9,268.32
193704,2.57,2.53,2.57,2.6,2.66,7.48,8.11,7.61,8.45,7.15,18.14,17.94,17.63,17.52,17.93,35.05,41.23,40.74,39.84,37.66,151.93,408.79,281.03,288.21,266.05
193705,2.45,2.2,2.08,2.26,2.27,6.64,7.33,7.71,6.9,6.3,16.29,16,17.12,16.06,15.64,35.69,37.03,36.03,36.38,33.54,255.71,355.76,254.49,222.28,237.02
193706,2.12,2.18,2.32,1.84,2.16,6.73,6.43,7.41,6.89,5.84,15.41,14.41,16.05,15,16.03,32.02,35.41,35.91,36.02,32.77,158.04,410.98,248.87,325.23,141.21
193707,1.88,1.98,1.65,2.12,1.94,5.97,5.89,5.82,6.73,5.71,14.07,14.15,14.85,13.93,14.53,32.06,32.78,33.12,33.88,31.34,226.1,296.85,243.87,288.98,205.57
193708,1.96,2.06,2.35,1.83,2.29,6.33,6.82,6.78,7.06,6.19,14.99,16.26,16.33,14.4,16.1,34.45,34.58,35.79,39.1,33.07,247.78,275.2,330.7,265.13,245.83
193709,2,1.92,2.19,1.55,2.19,6.13,6.16,6.32,6.52,6.08,14.81,13.93,14.53,14.37,14.4,30.53,32.35,33.91,34.23,32.68,287.08,255.71,281.07,245.11,242.16
193710,1.43,1.41,1.41,1.48,1.8,4.8,5.21,4.97,5.28,4.77,11.83,11.35,12.08,11.6,11.26,24.92,26.78,29.11,26.92,26.64,224.47,183.3,313.43,187.62,211.15
193711,1.29,1.48,1.2,1.56,1.34,4.28,4.78,4.52,4.21,4.19,10.18,10.04,10.34,10.41,10.48,22.67,23.55,23.17,25.67,25.96,107.55,210.49,212.12,236.44,182.01
193712,1.05,1.15,1.27,1.31,1.24,3.88,3.72,3.98,4.07,3.76,8.77,9,9.17,9.21,8.9,18.46,21.48,21.37,21.53,22.45,107.62,116.47,180.32,176.92,237.05
193801,0.93,0.89,1.09,1.02,1.26,3.38,3.32,3.47,3.45,3.47,7.33,8.02,8.08,7.94,7.67,16.17,21.25,17.22,21.98,19.74,39.09,76.77,132.86,202.8,213.51
193802,0.98,1.02,1.13,1.33,1.59,3.35,3.64,3.51,3.94,3.65,7.69,7.71,8.56,8.09,8.66,15.52,17.81,19.14,20.93,21.68,-99.99,63.09,152.81,121.14,244.57
193803,1.01,1.11,0.96,1.86,1.45,3.63,3.94,3.91,3.9,3.88,8.01,8.63,9.04,8.83,9.44,17.43,20.66,22.09,20.58,22.57,72.14,83.2,114.27,144.34,269.95
193804,0.62,0.78,0.85,0.87,1.12,2.4,2.76,2.74,2.47,2.77,5.84,5.95,6.22,6.04,6.35,12.65,13.08,14.81,16.5,16.43,50.96,106.38,73.22,100.93,209.28
193805,0.86,0.91,0.87,1.22,0.75,2.95,3.07,3.44,3.08,3.55,6.65,7.27,7.09,7.49,7.76,14.37,16.16,18.38,17.49,19.65,54.77,84.74,92.79,144.81,217.81
193806,0.75,0.78,1.17,1.06,0.91,3.01,2.61,3.24,3.05,3.01,6.66,6.37,6.67,7.31,6.86,13.45,16.81,14.79,17.22,19.05,50.74,108.84,79.77,172.89,185
193807,1,1.09,1.08,1.63,1.29,3.88,3.73,4.05,3.67,4.14,8,8.74,8.86,9.51,9.26,17.94,21.01,22.36,21.16,22.38,74.83,168.21,124.57,227.53,201.62
193808,1.08,1.36,1.54,1.61,1.69,4.25,4.56,4.7,4.24,4.62,9.16,10.24,9.57,10.61,10.31,21.65,22.49,22.74,22.51,27.86,91.91,134.56,124.26,221.58,244.33
193809,1.03,1.2,1.22,1.37,1.83,4.07,4.55,3.81,4,4.56,9.12,8.62,9.61,9.95,9.51,21.22,23.17,21.31,22.72,24.55,131.02,114.35,149.02,239.54,208.42
193810,0.99,1.17,1.26,1.62,1.02,4.13,4.05,4.01,3.97,4.3,9.07,9.03,9.32,9.47,8.89,23.48,20.17,21.31,24.03,23.89,86.97,162.76,161.98,333.61,135.39
193811,1.11,1.39,1.81,1.68,1.44,4.9,5,4.59,4.67,4.87,10.46,9.9,10.97,10.62,10.34,24.84,23.19,25.51,26.92,26.71,71.48,160.67,161.18,341.02,176.27
193812,1.04,1.33,1.53,1.69,1.48,4.7,4.49,4.51,4.42,4.88,10.43,10.16,10.16,9.79,10.19,24.04,23.05,25.89,25.82,25.2,149.31,222.43,243.35,230.3,171.67
193901,1.04,1.32,1.42,1.63,1.42,4.68,4.46,5.06,4.35,4.91,10.87,10.67,10.97,10.62,10.2,26.11,27.41,27.33,27.65,25.54,162.44,311.17,189.48,190.45,210.01
193902,0.95,1.28,1.43,1.54,1.61,4.28,4.48,4.08,3.96,4.59,9.89,10.29,9.35,10.03,9.49,20.32,22.82,26.69,26.8,23.29,166.75,262.84,221.51,216.32,107.86
193903,1.03,1.47,1.32,1.33,1.57,4.36,4.41,4.52,4.44,4.86,10.86,9.9,9.93,10.85,10.03,22.88,23.83,27.79,24.39,26.55,174,170.15,207.64,260.08,192.4
193904,0.84,0.92,0.88,1.14,1.24,3.03,3.79,3.53,3.67,3.67,8.69,8.44,7.96,8.86,7.77,19.78,21.75,23.46,20.75,18.87,180.44,174.52,286.61,143.47,99.92
193905,0.8,1.17,0.98,0.89,1.43,3.38,3.64,3.73,3.57,3.83,8.2,8.05,8.63,8.32,8.27,18.71,20.05,21.68,19.76,20.68,48.79,138.22,184.54,225.64,198.62
193906,0.83,1.12,1.27,1.11,1.28,3.72,3.85,4.03,4.21,4,8.87,9.19,8.97,9.32,8.82,20.04,24.07,23.73,22.68,21.35,108.85,193.58,180.35,207.98,245.15
193907,0.79,1.06,0.93,1.12,1.07,3.6,3.47,3.65,3.59,3.64,8.41,7.77,8.87,8.3,8.13,23.65,20.77,20.64,21.27,19.74,50.41,171.73,183.41,137.85,268.78
193908,0.91,1.05,1.31,1.38,1.33,3.8,4.19,3.85,4.32,4.46,9.45,9.01,8.91,9.74,9.42,26.39,20.05,23.75,23.84,24.73,54.44,92.13,209.41,222.88,231.93
193909,0.79,0.96,1.1,1.2,1.06,3.21,3.72,3.81,3.44,3.62,7.99,8.54,8.2,8.4,8.25,22.17,21.16,18.62,20.02,22.81,57.79,168.91,168.14,189.84,256.81
193910,1.39,1.61,1.35,1.84,1.37,4.47,5.31,5.21,4.55,5.36,10.41,10.95,9.95,11.24,10.07,22.64,24.99,25.76,25.99,25.22,65.99,229.2,208.84,211.8,275.95
193911,1.26,1.52,1.73,1.32,1.45,4.84,4.35,5.51,4.84,5.19,10.6,10.32,10.47,11.53,10.46,24.93,26.7,25.39,26.57,23.31,90.42,186.84,209.12,296.03,214.82
193912,1.1,1.23,1.34,1.19,1.28,4.09,4.67,4.14,4.53,4.65,10.19,9.97,9.66,9.13,9.94,24.87,24.01,21.66,24.59,22.43,82.6,206.98,185.26,279.09,226.02
194001,1.11,1.31,1.12,1.41,1.24,4.51,4.78,4.55,4.13,4.57,10.2,10.13,9.87,10.43,9.87,22.28,26.64,20.65,24.59,23.75,58.79,146.6,236.11,202.67,322.69
194002,1,1.25,1.25,1.54,1.24,4.11,4.68,4.72,4.21,4.4,9.75,10.01,10.1,10.17,9.91,21.75,24.72,23.07,22.04,24.19,61.73,165.46,203.25,267.69,252.56
194003,1.01,1.23,1.42,1.41,1.47,4.32,4.7,4.83,4.62,4.45,10.25,10.17,9.8,10.81,10.38,23.1,23.83,25.53,23.1,24.03,59.18,117.96,257.53,263.86,223.24
194004,1.02,1.45,1.17,1.35,1.52,4.38,4.58,4.88,4.89,4.58,10.13,10.2,11.05,10.36,10.67,24.71,26.38,22.65,25.91,23.35,113.48,197.88,236.03,292.76,71.13
194005,1.07,1.38,1.32,1.56,1.63,4.84,4.88,4.91,4.62,4.74,10.75,9.83,10.43,10.92,10.79,25.5,24.11,23.03,25.34,24.26,100.35,238.64,185.29,294.76,70.57
194006,0.81,0.8,0.92,1.11,1.03,3.29,3.6,3.45,3.4,3.26,8.12,8.01,6.65,8.24,7.63,19.14,17.34,20.16,17.45,16.89,88.36,124.4,185.36,262.99,77.7
194007,0.84,0.87,0.97,1.22,1.12,3.72,3.51,3.76,3.68,3.48,8.49,8.15,8.21,8.05,8.17,18.92,20.43,18.81,19.56,18.38,64.92,132.12,166.25,294.67,88.34
194008,0.84,0.9,1.05,1.34,1.16,3.67,3.78,3.67,3.74,3.68,8.49,8.24,8.65,8.48,8.95,20.1,19.38,19.93,19.25,20,75.12,127.94,165.36,253.61,143.37
194009,0.82,0.99,0.85,1.48,1.18,3.51,3.98,4.17,3.64,3.87,8.29,8.5,8.77,8.59,9.17,20.92,20.59,17.98,20.73,19.68,129.34,133.07,163.75,285.94,130.41
194010,0.92,1.3,0.87,1.25,1.39,3.94,4.09,4.02,4.16,3.88,8.22,8.37,8.97,9.5,9.56,19.81,20.02,19.85,21.36,20.82,49.98,114.35,178.58,208.87,237.73
194011,0.93,1.41,1.17,1.53,1.27,4.14,4.39,4.64,3.83,4.38,8.82,9.38,9.09,9.71,9.91,20.43,20.55,21.75,21.7,23.33,71.88,137.57,152.02,230.54,253.87
194012,0.92,1.42,1.18,1.28,1.51,4.08,3.99,4.45,4.54,4.07,9.07,8.79,9.29,9.75,9.66,21.49,19.27,22.91,21.16,21.6,105.47,147.92,152.68,297.02,103.52
194101,0.86,1.13,1.77,1.52,1.15,4.15,4.28,4.37,4.2,3.95,9.73,8.79,8.92,9.6,9.56,21.89,21.31,19.87,20.45,22.16,134,163.27,179.66,272.98,91.84
194102,0.84,1.29,1.31,1.63,1.29,4.13,4.16,4.02,4.11,4.16,8.93,8.89,8.69,9.02,9.16,19.56,20.02,20.5,19.4,21.07,86.2,138.96,183.37,253.79,153.58
194103,0.85,1.32,1.1,1.44,1.17,3.91,4.55,3.93,4.03,3.73,8.73,8.89,8.74,8.69,8.72,19.99,18.18,19.72,19.13,22.23,91.03,195.27,166.19,192.74,152
194104,0.84,1.33,1.15,1.13,1.36,3.85,4.25,4.2,3.91,3.94,8.54,8.29,8.75,8.72,8.57,18.76,19.97,18.52,19.81,20.45,83.96,122.92,228.71,175.64,165.25
194105,0.87,1.15,0.89,1.17,1.11,3.64,3.78,3.77,3.68,3.84,7.93,8.3,8.08,7.78,8.3,17.33,17.9,17.41,18.9,20.15,74.97,167.62,168.32,198.32,121.54
194106,0.77,1.06,1.31,1.27,1.18,3.46,3.84,3.62,3.87,3.9,8.25,8.26,7.78,8.56,7.81,19.22,18.31,18.26,18.23,19.62,95.07,203.33,195.08,145.46,93.28
194107,0.87,1.23,1,1.15,1.39,3.89,4.07,4.06,3.94,4,8.85,8.59,8.88,8.57,8.06,16.34,20.03,19.44,20.16,20.27,120.9,211.53,222.01,126.68,131.17
