Date,MMM_PX_LAST,MMM_PX_VOL,AAPL_PX_LAST,AAPL_PX_VOL,AXP_PX_LAST,AXP_PX_VOL,T_PX_LAST,T_PX_VOL,BA_PX_LAST,BA_PX_VOL,CAT_PX_LAST,CAT_PX_VOL,CVX_PX_LAST,CVX_PX_VOL,CSCO_PX_LAST,CSCO_PX_VOL,KO_PX_LAST,KO_PX_VOL,DD_PX_LAST,DD_PX_VOL,XOM_PX_LAST,XOM_PX_VOL,GE_PX_LAST,GE_PX_VOL,GOOG_PX_LAST,GOOG_PX_VOL,GS_PX_LAST,GS_PX_VOL,HD_PX_LAST,HD_PX_VOL,INTC_PX_LAST,INTC_PX_VOL,JNJ_PX_LAST,JNJ_PX_VOL,JPM_PX_LAST,JPM_PX_VOL,MCD_PX_LAST,MCD_PX_VOL,MRK_PX_LAST,MRK_PX_VOL,MSFT_PX_LAST,MSFT_PX_VOL,NKE_PX_LAST,NKE_PX_VOL,PFE_PX_LAST,PFE_PX_VOL,PG_PX_LAST,PG_PX_VOL,TRV_PX_LAST,TRV_PX_VOL,UNH_PX_LAST,UNH_PX_VOL,UTX_PX_LAST,UTX_PX_VOL,VZ_PX_LAST,VZ_PX_VOL,V_PX_LAST,V_PX_VOL,WMT_PX_LAST,WMT_PX_VOL,DIS_PX_LAST,DIS_PX_VOL
4/8/2016,166.63,564152,108.66,23581740,59.5,4603616,38.5,17562859,127.88,3939827,74.35,4911253,96.33,7108491,27.69,14495574,46.87,11959305,63.2,1588913,83.21,9376167,30.79,26808894,759.47,1171867,150.28,3122203,133.62,2924397,31.63,17031882,109.1,6301634,57.74,13547667,127.96,3625607,55.36,6987403,54.42,22167223,59.42,8761653,32.5,52749519,83.2,5452988,115.23,907049,125.68,3642689,101.32,2755510,52.18,12197932,78.03,5327470,68.06,6515993,96.42,6982660
4/7/2016,167.16,610317,108.54,31801870,58.86,4051283,38.59,22285728,127,4596320,74.17,4800825,94.79,6817715,27.6,17016844,46.36,9291960,62.81,2500603,82.37,8267069,30.63,33563505,760.12,1274852,150.41,4786805,133.87,3953672,31.55,23738226,109.27,7822916,57.32,19226797,128.14,4720775,55.42,10536803,54.46,19225092,60.3,7092947,32.76,61377971,83.24,6655914,114.5,1293968,126.87,3186604,100.89,3844721,52,23076267,77.58,7542091,68.22,6110491,96.16,7525406
4/6/2016,166.81,570808,110.96,26404077,59.88,4112070,38.64,22267428,127.93,3998029,75.22,4929823,94.84,6836439,28,20395805,46.71,9122659,63.5,3297155,83.31,9320161,30.9,36643203,768.07,1265577,155.19,2927406,135.44,3365550,32.08,15740607,109.42,6828705,58.81,12167852,127.52,5619947,55.63,12480377,55.12,21188682,60.31,10201539,32.93,150396010,83.81,6292095,115.93,1644716,128.03,3021371,100.37,5070353,53.52,12993580,78.21,6220442,69.04,5362697,97.48,6952406
4/5/2016,165.81,492505,109.81,26578652,60.19,4639974,39.19,24887392,127.03,4660147,75.24,4386806,92.67,6661963,27.58,24245658,46.53,10696703,63.17,2679155,82.21,10446841,30.98,31282070,758.57,1223905,155.35,2822667,134.58,4068595,31.9,20080011,108.95,7938961,58.36,12886615,127.38,6282243,54.24,9000791,54.56,19272255,59.67,7554009,31.36,284468054,83.16,5259066,116.13,1215102,127.04,4439964,99.86,3120370,54.09,12979111,76.97,6012003,68.64,5779038,97,10818781
4/4/2016,166.4,586634,111.12,37356204,60.62,3367372,39.36,18038726,126.34,5036477,75.72,4349645,93.43,6552034,28.14,17890041,46.89,10629837,63.8,1819419,83.16,8050167,31.23,44929034,765.12,1346424,157.77,2478645,134.85,3548253,32,21581634,108.59,10668885,59.2,12305028,127.57,4239620,54.4,10249612,55.43,18928810,59.97,16523442,30.72,51956937,83.21,5593417,117.56,1096107,129.49,2812378,100.27,3707466,54.42,11402665,77.83,6905791,69.1,6823402,98.68,5334697
4/1/2016,167.53,646342,109.99,25873950,61.1,4167514,39.05,27725134,126.96,5327979,76.79,4878268,94.26,7555891,28.69,23026363,46.83,14922876,63.91,3593501,82.96,12235334,31.93,39399551,769.67,1583698,159.82,3373383,134.85,4259433,32.45,18049694,109.19,9043232,59.87,15417527,127.02,5212405,53.7,8683128,55.57,24399193,61.59,7555272,30.04,48363680,83.53,8028606,117.4,1478969,129.92,3901677,99.97,4038090,54.01,13807115,77.59,10183430,69.06,6602374,99.07,5895453
3/31/2016,166.63,562018,108.99,25888449,61.4,6310219,39.17,27101194,126.94,8758273,76.54,4348712,95.4,5943864,28.47,18377563,46.39,15544517,63.32,3483518,83.59,13896906,31.79,36834319,762.9,1627669,156.98,2927346,133.43,3685885,32.35,17879995,108.2,8167693,59.22,14904715,125.68,7685896,52.91,8335020,55.23,26360495,61.47,8257807,29.64,56794821,82.31,6819225,116.71,1111390,128.9,3181784,100.1,3832524,54.08,12428588,76.48,7490770,68.49,6283490,99.31,7038803
3/30/2016,166.75,514699,109.56,45601149,60.29,5103244,39.37,25745554,128.58,5948968,76.51,4886750,95.25,6182944,28.46,19390162,46.58,14312186,64.17,2285585,84.52,10807029,31.83,35094037,768.34,2019755,156.5,3130594,133.42,3138348,32.71,16598019,108.98,5248182,59.71,13307142,125.83,4853663,53.22,6403872,55.05,23008260,62.04,7859341,30.07,32091605,82.68,6925360,117.43,1147755,129.68,2578505,100.25,3010694,54.04,14528283,76.78,9691857,68.8,7208543,98.91,5677471
3/29/2016,164.39,761735,107.68,31190083,60.6,4210346,39.45,25894874,130.88,4910240,76.01,4085003,95.32,6616592,28.1,17139330,46.48,25010417,63.64,2823135,84.53,9977887,31.48,38549776,765.89,2003061,155.03,2919470,132.47,3405373,32.38,15313190,109.14,6612787,59.03,15933428,123.97,7188190,53.32,7376654,54.71,23924329,61.49,7837765,30.05,34596245,82.8,6731392,116.41,1234127,129.83,2463118,100.12,3766598,54.05,10770474,75.38,10541504,68.03,6491000,98.16,5170836
3/28/2016,166.28,908176,105.19,19411372,60.28,3261940,39.07,21543725,131.29,3352222,75.32,3425427,94.68,5054040,27.9,12785874,45.8,13306594,64.19,1666057,84.22,7490353,31.49,39486776,753.28,1083823,153.84,2308573,131.08,2621143,31.9,11433018,108.23,4738112,59.4,11159717,123.17,4784378,52.83,6046838,53.54,17025050,61.34,7898992,29.78,31167480,82.62,4988467,116.25,885183,128.92,1955202,98.91,2279663,53.4,8527060,74.08,7283310,68.12,5603464,98.09,5317112
3/24/2016,164.46,529012,105.67,26132955,60.47,3549860,38.88,17795101,132.12,4573148,75.29,7036135,94.85,8159102,27.96,15871866,45.58,10890206,63.95,3204990,83.98,9368327,31.11,27602998,754.84,1555844,153,3693406,130.46,3449469,31.88,14211908,108.31,6284486,59.48,12921194,123.29,5797096,53.07,7566162,54.21,19949972,61.65,12231325,30.08,31944691,82.89,6645743,115.39,1477414,128.59,4153996,99.06,2847514,53.56,15096433,74.14,6303855,68,6304737,97.22,5577661
3/23/2016,164.27,663802,106.13,25703495,60.63,3605059,38.54,20807918,132.86,4361178,73.68,5352906,93.59,10302848,27.83,19217486,45.46,9292052,63.75,2921013,83.75,12748876,31.07,27235058,757.56,1233854,154.08,3633368,130.22,3625269,32,18765319,108.5,8191313,59.94,11658691,124.19,4143636,53.08,9947490,53.97,20129015,62.44,26987016,30.19,40783393,82.82,5594556,115.89,1458602,129.79,6166362,99.11,3235349,52.91,9716116,73.91,7287120,67.46,6110647,96.83,5517747
3/22/2016,164.91,752320,106.72,32444375,60.61,4783184,38.63,22031234,135.12,4989023,75.55,3625604,95.5,7567117,28.28,23599299,45.5,13788291,63.93,2826936,84.12,13005080,31.06,26035992,760.05,1104784,154.2,3521484,130.59,3946527,32.32,22200449,107.38,7821676,60.24,12042664,123.82,3494464,53.03,9302338,54.07,23124143,64.9,18212861,30.38,40683750,82.74,7205943,116.06,1528403,128.02,3984045,98.66,3510444,53.21,10852041,72.96,6796807,67.87,7514506,97.58,6475657
3/21/2016,164.84,627393,105.91,35502678,61.21,3665568,38.92,20679226,135.86,5671395,75.89,4315719,96.44,8040053,28.19,23799234,45.67,9740372,64.57,3623883,83.62,8385359,31.09,27368276,762.16,1438658,156.29,4410159,131.01,3816956,32.34,21760871,107.28,7674706,60.46,12684403,123.81,4050102,52.8,7647120,53.86,23925716,64.72,13635416,30.07,35222287,83.32,8625579,116.03,1200619,126.74,2667008,99.17,3996675,53.44,10679027,73.77,7397407,67.97,9415829,98.46,7070271
3/18/2016,165.33,2753364,105.92,44205171,61.22,8341268,38.56,41102128,133.96,9108420,75.47,13750189,97.69,14436252,28.33,43132365,45.6,23853439,64.86,7037628,84.2,19637014,30.92,52373900,755.41,2811518,157.6,7413219,131.35,8069183,32.68,49934246,107.5,14758303,60.48,29570210,124.08,14783806,52.25,14424300,53.49,67625518,62.99,13192883,29.45,81904920,83.15,33635172,115.76,5239587,126.72,6948407,99.05,9506894,53.24,23209401,73.78,15026196,66.95,23153141,99.2,10205081
3/17/2016,163.75,710693,105.8,34420705,60.08,4609839,39.12,27721486,130.7,5801012,75.9,13315997,96.89,10679350,28.19,28501857,45.77,24079977,64.59,4570815,84.1,13673859,30.96,60643346,758.48,2228244,152.91,4431729,130.88,4131168,31.98,22865286,106.74,8571060,58.75,19405736,123.16,6108726,51.53,9578385,54.66,28223947,63.18,9926830,29.34,66872413,82.75,12061500,115.83,1518600,124.53,3911441,98.84,4166050,53.63,16401497,73.14,7411733,67.45,11838078,99.6,6385644
3/16/2016,162.89,467583,105.97,38303493,59.7,4882584,38.77,21044776,127.57,5154713,74.34,6641173,95.4,9969157,27.88,19087842,45.05,15386132,63.16,2936003,82.87,11492063,30.17,32846963,757.36,1465285,150.54,4310259,130.45,3609559,31.69,26298416,107.41,7065081,58.92,17423930,123.52,6716710,51.94,9981325,54.35,31691742,61.86,7018279,29.04,91225370,81.34,9490276,114.68,1409018,124.9,2140906,97.49,4598262,53.21,11866427,72.37,7561777,67.99,8218029,98.44,6079376
3/15/2016,162.41,556587,104.58,40067734,59.23,3881894,38.52,14771252,126.36,3717494,72.44,4674745,94.27,7006274,27.66,16917163,45.24,13686335,62.83,3083590,82.82,9213045,30.28,28899038,750.57,1491578,152.03,3731425,129.71,4034561,31.65,16927746,107.76,8476598,59.2,10910468,123.43,5061379,52.42,9060746,53.59,21104763,61.4,6188824,29.54,54670155,81.31,9297842,113.92,1529131,124.85,2610268,96.29,2750288,52.67,11295734,71.91,6442778,68.09,7566895,98.24,5942388
3/14/2016,161.81,551316,102.52,25076062,59.57,4253419,38.32,17625752,126.34,4283351,72.73,5059976,94.26,6898929,27.7,18291719,45.29,13206678,63.3,2969849,82.41,13344595,30.27,22160341,750.24,1641189,153.49,3317896,128.84,3653235,31.43,17438583,107.66,7242758,59.12,13436139,122.9,7912091,53.08,6532913,53.17,24083616,60.81,7090509,30.1,46764282,81.17,12389311,112.82,1732098,125.22,2856420,96.83,3974535,52.54,11729370,71.49,7916520,67.36,6712518,98.81,6175001
3/11/2016,161.88,631010,102.26,27408237,59.46,7837284,38.36,20835530,124.63,3260119,72.8,4786968,94.58,14098765,27.86,21873085,45.2,16129346,63.83,2349298,82.19,15370176,30.34,32159602,744.87,1768995,153.94,4058665,128.46,4626637,31.76,22811232,107.71,7763774,59.34,21054993,121.55,7042293,53.2,15532394,53.07,32275677,60.08,8834380,30.5,60378126,81.75,11109536,113.64,1978852,125.1,3766160,96.75,4031096,52.53,15223866,71.63,9466361,67.17,8290910,97.94,5605768
3/10/2016,159.89,676453,101.17,33513577,58.75,6484050,38.31,25215770,122.94,4111343,71.36,6352402,93.94,12090872,27.38,33327333,45.23,28908569,62.16,3211596,82.18,15898276,29.94,33147925,732.17,2230811,151.02,4631750,125.89,4503668,31.25,29584840,107.14,10474747,58.61,21139207,119.98,6171581,53.04,12267487,52.05,38387804,58.88,9402576,29.59,58125407,82.28,10385568,111.53,1682975,122.09,2638429,96.18,4808630,52.32,15111117,70.22,10135051,67.41,10225809,97.04,5453451
3/9/2016,160.09,639818,101.12,27201683,59.05,6469596,37.98,22171595,122.86,3380259,71.87,4907917,92.82,19323119,27.61,38890209,44.81,18466621,63.45,2606025,82.4,14139276,30.05,24820939,725.41,1977169,149.91,3250915,126.03,4047028,30.865,14707806,106.84,7564238,59.12,13238828,119.64,6428198,52.36,9150631,52.84,28251588,58.33,12766907,29.74,76901930,82.96,8954849,111.33,1452077,121.1,2094397,96.6,4158952,52.34,15466618,70.68,9291563,67.53,7824756,97.66,7010658
3/8/2016,160.2,754552,101.03,31561889,59.43,10556919,38.09,24606566,122.35,5257279,71.73,8748400,88.74,10508379,27.05,23821273,44.32,18900248,63.53,5527333,82.63,14003912,30.06,31147912,713.53,2626495,151.6,3830392,126.72,5280935,30.56,19104928,106.22,7632880,58.78,14132879,118.42,6236181,52.45,8269031,51.65,33835119,59.81,9307915,29.36,32795865,83.06,7788361,110.85,1891927,121.66,2522033,96.9,5354071,52.46,14306530,70.62,12394402,68.04,10067851,97.82,6229279
3/7/2016,160.57,599965,101.87,35915810,59,9373525,38.13,22010112,122.9,4504749,74.77,10740436,90.67,12784315,27.14,21549496,44.01,10695323,64.71,11407536,84.46,18945555,30.29,26247242,712.8,3088278,155.35,2771943,126.17,4161174,30.94,18879949,106.74,6973521,59.94,12832395,117.15,5640744,52.64,7466274,51.03,38428816,59.25,12829552,29.79,32196325,83.1,6792402,110.41,1226982,121.76,2315423,96.92,6307585,52.21,14907464,71.94,16671856,67.89,12825429,99.39,7218731
3/4/2016,160.07,528409,103.01,46055100,58.29,5410034,37.93,20739501,121.07,4421538,72.84,9521480,87.93,9328586,26.8,19429859,44.11,13691531,63.18,8679891,82.29,18402742,30.46,33034866,730.22,2425750,156.84,5256715,125.56,6448180,30.63,20356845,106.5,6715668,60.05,18459014,117.18,5857404,52.08,9085837,52.03,33034150,61.26,7279438,29.71,36838592,83.49,9406722,110.4,1372878,121.8,2873930,97,4674083,51.81,13957618,73.9,9475258,66.78,10010539,98.48,6739803
3/3/2016,159.38,720959,101.5,36955742,58.09,6848046,37.99,27697752,119.61,3404550,71.75,7172732,87.53,8526088,26.87,19002244,43.96,13134766,61.91,5891547,82.4,13216192,30.22,28112867,731.59,2026700,155.33,3615826,126.8,5009737,30.58,25625212,106.65,6927155,59.96,15790644,116.69,9131980,52.1,9808832,52.35,24427813,61.47,7924362,29.89,36889916,82.84,8747057,109.8,1819393,121.82,3064146,96.11,4597920,51.89,15404494,73.91,6588268,66.14,11846761,98.82,8581303
3/2/2016,159.41,643982,100.75,33169560,57.12,7266238,37.69,21510592,119.65,4292475,69.38,4801267,87.14,9637588,26.9,19020058,43.77,12856312,62.15,7647200,82.7,14094352,30.18,37215228,739.48,1814643,154.2,5047517,125.59,3967489,30.54,23779774,107.04,9766977,59.76,20943122,118.48,4267748,52.27,11974073,52.95,29289884,62.22,8465840,29.98,34288226,82.55,12096642,110.2,1521015,121.27,2670930,95.53,5447292,52.12,14791104,74.3,5739136,66.21,9165553,97,6498588
3/1/2016,159.59,580753,100.53,50407147,56.8,9160838,37.39,19509803,119.96,4595376,69.09,4451551,86.13,11614709,26.83,25245390,43.69,12358255,62.94,3279041,81.28,15730643,29.88,32332716,742.17,3005553,154.65,6490380,125.7,4916912,30.37,25502568,107.22,8298471,59.2,23958079,118.85,4731479,51.75,12105715,52.58,33024535,62.92,7438258,30.04,31417662,81.23,9483939,110.13,1651874,121.67,3295598,95.05,12353876,51.46,12003266,74.64,8705314,66.46,10429465,97.65,7139945
2/29/2016,156.87,820286,96.69,35216277,55.58,10380473,36.95,29197457,118.18,4569734,67.7,8643242,83.44,11549592,26.18,24763106,43.13,15049765,60.87,4048111,80.15,18903553,29.14,34166440,717.22,2253426,149.53,5506409,124.12,5575320,29.59,22903077,105.21,10111077,56.3,19554051,117.19,6467747,50.21,12888673,50.88,31654036,61.59,7720619,29.67,35191529,80.29,11065303,107.52,2922986,119.1,4526284,96.62,8854165,50.73,15986299,72.39,7786082,66.34,9345187,95.52,7794361
2/26/2016,158.27,726462,96.91,28991131,55.38,5886821,37.13,22173113,118.16,3757794,66.87,4149840,84.35,9369888,26.41,18113041,43.14,18421002,61.51,4193272,81.75,14343253,29.4,29345109,724.86,2123690,150.25,5924462,126.26,4608229,29.8,19902219,105.78,9049441,57.54,20947508,117.06,5193676,50.64,9251298,51.3,35975925,62.6,8896102,30.23,42926045,81.1,9281110,108.46,1807767,121.33,2877936,97.69,14654782,51.02,13011545,72.73,6714095,66.51,10984287,95.31,5277045
2/25/2016,158.99,655968,96.76,27582659,55.39,4385866,37.37,22799091,116.82,4667100,66.47,4277172,85.3,9452639,26.6,18655096,44.16,10903294,60.42,4599569,82.01,13706441,29.23,35881326,729.12,1807258,148.25,4299645,126.86,4738820,29.62,17571439,106.38,8092468,57.01,14473275,118.37,6033959,51,8693676,52.1,26939467,62.38,8524250,30.59,52040085,82.34,6789653,109.27,1392937,121.2,2281681,98.07,16862819,51.11,12358681,73.27,6840918,68.04,9581295,95.65,4562326
2/24/2016,157.22,685570,96.1,36255745,54.64,5596406,37.1,22762242,115.59,6859285,65.88,6439213,85.27,9775214,26.32,22960773,43.91,10844226,59.02,4413853,81.52,13777543,28.96,44928510,720.9,1854612,145.56,5714714,125.61,7935545,29.19,21593601,104.96,9076094,56.14,25560096,117.06,5349845,50.56,7572672,51.36,33014457,60.4,10390838,30.02,31615008,81.56,6759818,108.48,1521880,120.2,2559734,93.61,16993291,50.82,11244875,71.85,7728583,67.12,10291228,95.43,6945612
2/23/2016,156.17,732602,94.69,31942633,55.11,5884112,36.74,20577401,116.9,3762341,65.78,5599379,84.91,10655795,26.12,28097508,43.69,11166383,58.83,3555531,81.23,11041630,29.22,31151238,717.29,2066566,144.91,4249590,124.53,11168725,28.8,26638208,104.08,6629181,56.12,31772544,116.9,5276672,50.54,7899519,51.18,28895274,60.21,7504589,29.96,31970661,81.81,5840568,107.91,1523080,121.15,2804371,91.6,11567653,50.63,11594559,72.15,6177031,66.48,11432011,95.38,6253760
2/22/2016,157.7,803557,96.88,34280758,55.63,6537765,36.86,21383086,117.39,4930290,67.31,5787709,88.82,10299941,26.63,24608129,43.94,20716140,60.23,3694885,82.39,14595198,29.41,38513129,729.05,1875824,148.79,4287935,122.85,7796862,29.35,23893145,104.75,6946975,58.57,14882763,117.67,6223270,50.77,7770296,52.65,25008291,60.17,11523446,30.05,39334413,82.13,6916454,109.35,2281108,121.27,5054758,92.37,21828314,51.07,12455998,73.06,7481531,65.63,10587265,96.37,6980438
2/19/2016,156.45,942548,96.04,35374173,54.71,6557020,36.57,24709636,115.16,6920644,65.42,4994876,86.5,9783335,26.55,28791720,43.77,12849973,59.97,4358427,82.5,13615902,29.02,36065058,722.11,1745940,146.91,5257315,121.69,5435541,28.71,42056701,104.16,9343260,57.82,15658190,116.53,10793653,50.12,8964183,51.82,33559073,59.31,10080086,29.49,39724859,81.79,7709648,108.09,1682452,117.68,4481430,88.23,11817546,50.86,15606999,71.53,7750898,64.66,15562317,95.01,6838210
2/18/2016,156.78,637760,96.26,39020983,54.15,8503250,36.99,21904662,117.57,6489039,66.12,6175536,86.73,9517800,26.43,31288180,43.61,11170259,59.97,3224161,82.45,14873699,29.08,31054282,717.51,2363846,147.73,5895488,119.97,4460722,29.42,20623257,104.24,10744647,57.81,17037776,117.17,9707053,50.32,9612924,52.19,27176035,58.6,9658703,29.55,48186895,81.98,7702583,108.85,1678136,117.45,3847147,88.36,4997681,50.94,19678501,71.24,6938144,64.12,27894634,95.17,8773883
2/17/2016,156.62,757526,98.12,44863243,53.61,8638895,36.64,26002792,116.34,6619560,67.26,7373841,88.31,12710513,26.46,36904695,43.49,12332503,60.6,3669737,82,17006669,29.34,38254827,731.97,2457715,150.94,5578840,121.21,5970736,29.47,27691728,102.5,8904013,58.77,21580108,118.64,12728952,50.6,9323313,52.42,40788968,58.17,10332698,29.63,39112238,82.45,10892940,109.18,1913799,118.3,4465960,88.12,5141088,50.32,15228869,72.03,8494095,66.11,12426682,95.5,12610039
2/16/2016,155.53,867451,96.64,49057916,53.18,7163830,36.65,27691627,112.6,7587694,65.21,4819413,84.81,10631525,25.84,40401697,43.36,12675861,58.86,3559815,81.22,15912159,28.86,47218843,717.64,2172213,149.02,10198018,119.43,6966351,28.78,30705228,102.32,10452827,58.35,23730687,119.18,10835814,49.78,11416212,51.09,37291208,57.79,8057969,29.81,32570542,81.47,9352604,107.37,2322251,115.15,3445716,86.48,6960391,50.24,16359997,71.1,8780670,65.9,11360488,92.91,9050861
2/12/2016,153.96,864331,93.99,40351381,52.66,6107686,36.47,26449974,108.63,12973383,63.15,4297399,85.43,9835059,25.11,49753603,43.11,15222405,58.4,5399520,81.03,16687846,28.26,57645610,706.89,2326889,146.13,9009284,116.32,5361634,28.64,19698998,101.82,9035013,57.49,37011352,117.93,8552812,49.03,13598265,50.5,34243324,56.42,10229492,29.36,32543171,80.99,9306055,107.49,2095910,111.82,2552095,85.95,5886307,50.11,20990916,70.42,8710244,66.18,9695461,91.15,10786093
2/11/2016,150.67,1234786,93.7,50074711,51.11,9214546,36.21,42253943,108.44,33735576,61.41,7055006,82.99,12741442,24.68,92695952,42.41,16825341,56.62,5375128,79.6,19331627,27.45,80549950,706.36,3250206,140.69,10252167,113.27,6447062,28.22,28450212,101.7,12465832,53.07,44334661,116.73,7568647,48.85,11088363,49.69,48878571,56,13090937,29.13,39640150,79.9,12343863,103.77,2544641,110.62,3955031,84.66,7711830,49.39,30520999,68.47,13962057,65.32,11186680,90.31,17523775
2/10/2016,152.45,861076,94.27,42343601,52.29,7081895,36.43,26878196,116.36,4888570,62.14,5955353,83.04,12110253,22.51,36896116,42.55,16729648,57.91,2958879,79.35,16610943,28.3,32492566,706.85,3015733,147.23,7609581,114.33,5307617,28.23,27267783,101.73,9833124,55.52,22389590,117.54,5726298,49.53,11036146,49.71,38236954,57.41,13376815,29.49,44707153,81.62,10585437,105.72,1584543,112.74,3023348,86.96,3618823,49.98,18633086,70.15,11369543,65.79,9709266,88.85,32649818
2/9/2016,154.74,892125,94.99,44331195,52.63,8588920,36.65,35252268,118.88,4137630,63.93,5638462,82.92,12605567,22.65,30767214,43.3,24853835,59.08,6834218,80.08,18418094,28.28,37031617,701.02,4214950,148.25,6919394,113.86,7572939,28.81,22902625,101.97,10044539,56.2,26300049,117.01,7525722,49.16,10649089,49.28,46740474,55.68,10915657,29.1,57129774,82.64,14308930,105.92,1983590,111.16,3680202,87.24,7360909,50.15,22633921,68.33,14882767,65.81,14642361,92.32,19237395
2/8/2016,153.9,760895,95.01,54021375,52.4,11830592,37.11,41030576,119.47,6453599,64.58,6315489,85.99,17712810,22.93,38842141,42.65,17254432,58.15,6803639,81.16,26601176,28.17,48096401,704.16,4470514,149.25,8680044,111.85,11286592,28.82,28725928,102,14323776,56.54,28267601,116.05,11311503,48.83,13345135,49.41,59290497,55.04,21214515,28.56,47516490,82.62,16530181,105.6,3409343,110.02,5050159,86.78,6858385,50.74,27058144,67.77,30542608,66.9,20743629,92.12,13750142
2/5/2016,153.47,1036402,94.02,46418064,53.98,9159567,36.88,34662602,122.56,6186691,66.12,7463722,82.88,15090100,22.89,32640975,42.44,17315697,58.89,5314314,80.08,26719850,28.54,51984714,703.76,5477821,156.47,4596102,116.43,8117679,29.04,27957541,100.54,15522154,57.75,22001260,115.4,13261695,49.38,16883010,50.16,62008994,57.17,14415858,29.03,38931602,81.2,9957618,106.29,2756581,111.72,3330817,87.84,5216779,50.97,25790261,71.54,12939383,67,14196535,93.9,8898453
2/4/2016,153.44,997340,96.6,46471652,54.38,6904021,36.53,31041614,123.61,5836971,65.96,12598022,84.79,12824997,23.54,29280471,42.53,14413744,59.1,5947977,79.83,23658665,29.18,53998318,730.03,5246123,156.49,4573051,121.11,9171816,29.77,29257839,103.9,10389000,58.4,21651256,120.66,7595031,48.59,20609204,52,46987123,60.17,10455716,29,56934604,80.7,8295082,107.49,1606996,114.2,3608263,88.12,5921679,50.43,19594315,73.68,14735704,66.42,12833366,95.43,8350333
2/3/2016,152.52,1925737,96.35,45964294,54.11,9729828,36.72,37992735,121.87,7361854,63.27,8332086,84.62,13964076,23.1,32231426,42.72,15958302,58.76,7898448,78.48,25873717,28.67,44261622,749.38,6555731,152.68,5893224,123.79,7485657,29.34,44660057,104.14,10168633,57.41,31543220,121.47,9326962,50.05,19568629,52.16,57559814,62.49,7213516,29.67,44974694,81.1,10149588,106.89,2084988,112.75,3462331,85.96,8305503,50.62,20309813,74.38,9941917,66.27,12315590,95.14,10877995
2/2/2016,147.87,894286,94.48,37357215,53.66,11698372,36.06,29148397,117.52,8646673,60.67,6282253,81.24,13326168,22.83,36203661,42.44,12332896,56.18,8772169,74.59,21404223,28.24,40071820,780.91,6792331,151.7,6316219,125.27,5832204,29.8,24994282,103.41,10616349,57.03,22448151,123.95,7652982,50.41,14899315,53,56313753,62.55,9458486,30.14,48212138,80.22,9116414,106.03,1730188,113.88,2997694,85.42,7397655,49.91,21606950,73.4,9572667,66.86,13585939,93.12,7244414
2/1/2016,148.73,843919,96.43,40943541,54.7,9861884,36.18,33350478,121.56,6812827,62.7,5955727,85.29,10958349,23.48,24006389,43,17097846,53.3,4441966,76.29,16754164,28.64,43446238,770.77,5576089,159.65,2963524,126.51,4674058,30.82,19015120,104.37,9803745,58.86,16807936,124.61,6189906,50.75,11431223,54.71,44208542,63.16,8247810,30.17,47473256,81.12,9657184,107.01,1843781,115.89,4333531,87.56,5036876,50.76,28536584,74.38,12623493,67.5,14728358,95.15,7027242
1/29/2016,151,1419664,97.34,64416504,53.5,13981128,36.06,43280510,120.13,9195721,62.24,8221025,86.47,20248924,23.79,39692550,42.92,20457028,52.76,6322463,77.85,25161887,29.1,51576199,761.35,3790395,161.56,4887892,125.76,7616222,31.02,38311356,104.44,15614567,59.5,26992199,123.78,10549947,50.67,16922745,55.09,83611686,62.01,10475161,30.49,56730809,81.69,19894992,107.04,2195908,115.16,5280844,87.69,7887546,49.97,29082619,74.49,40427768,66.36,16439093,95.82,8211566
1/28/2016,147.32,820597,94.09,55678825,52.88,18015021,35.53,26184435,118.01,10708445,61.08,13567031,85.92,13017445,23.105,31833515,42.57,16622840,52.01,4214762,76.99,16157715,28.21,40069897,748.3,3105222,157.06,4292910,122.28,4871577,29.97,22028142,102.27,12789459,57.28,15497866,122.38,7460478,49.2,18126912,52.055,62513789,61.2,10207035,30.2,48785513,79.82,9895146,104.47,1391489,111.38,3525571,86.45,5757240,49.01,20085169,69.33,15295612,64.22,11278338,93.53,7312713
1/27/2016,145.55,872940,93.42,133369674,54.52,11044111,35.48,50263024,116.58,27945885,58.32,11013841,83.29,12380644,23.43,24654015,42.09,14167021,51.46,5112245,75.29,18106113,28,46116363,717.58,2121434,153.72,5153084,121.57,5430974,29.81,26384138,102.16,19330465,57.04,20559961,120.87,7408976,50.37,13119103,51.22,36775194,59.58,8593736,30.52,28519054,78.8,10816070,103.31,1694543,112.33,4720294,85.81,8083861,49.03,33795701,70.91,9020505,63.95,10214293,94.32,6328904
1/26/2016,144.78,1246832,99.99,75077002,55.09,12844794,35.4,41677105,128.01,5432566,59.16,8141879,84.12,12191392,23.72,25162200,42.08,13018471,53.46,4981842,76.7,18724704,28.31,42432903,733.79,1547049,154.45,5237676,122.2,4475561,29.94,24754949,101.18,17266649,57.08,17535732,120.43,8326085,51.45,9017538,52.17,28900820,61.11,8005226,30.67,25959033,78.81,16374750,103.25,2018855,113.96,4593248,85.65,7393768,48.25,22620922,71.88,7500186,64,9441226,96.27,6915592
