Date,MMM_PX_LAST,MMM_PX_VOL,AAPL_PX_LAST,AAPL_PX_VOL,AXP_PX_LAST,AXP_PX_VOL,T_PX_LAST,T_PX_VOL,BA_PX_LAST,BA_PX_VOL,CAT_PX_LAST,CAT_PX_VOL,CVX_PX_LAST,CVX_PX_VOL,CSCO_PX_LAST,CSCO_PX_VOL,KO_PX_LAST,KO_PX_VOL,DD_PX_LAST,DD_PX_VOL,XOM_PX_LAST,XOM_PX_VOL,GE_PX_LAST,GE_PX_VOL,GOOG_PX_LAST,GOOG_PX_VOL,GS_PX_LAST,GS_PX_VOL,HD_PX_LAST,HD_PX_VOL,INTC_PX_LAST,INTC_PX_VOL,JNJ_PX_LAST,JNJ_PX_VOL,JPM_PX_LAST,JPM_PX_VOL,MCD_PX_LAST,MCD_PX_VOL,MRK_PX_LAST,MRK_PX_VOL,MSFT_PX_LAST,MSFT_PX_VOL,NKE_PX_LAST,NKE_PX_VOL,PFE_PX_LAST,PFE_PX_VOL,PG_PX_LAST,PG_PX_VOL,TRV_PX_LAST,TRV_PX_VOL,UNH_PX_LAST,UNH_PX_VOL,UTX_PX_LAST,UTX_PX_VOL,VZ_PX_LAST,VZ_PX_VOL,V_PX_LAST,V_PX_VOL,WMT_PX_LAST,WMT_PX_VOL,DIS_PX_LAST,DIS_PX_VOL
9/28/2015,138.38,731375,112.44,52109011,73.34,5894741,31.9,35924918,128.13,4159998,63.79,12572047,75.77,10567039,25.66,27211183,39.53,19323124,47.32,6689744,72.6,14571908,24.31,42641262,624.25,2382300,173.02,3898527,114.1,5994609,28.76,42290970,91.37,14332752,59.98,17452209,95.96,6609789,48.42,20150498,43.29,27613785,61.07,16450704,30.82,42582903,71.77,9207321,99.08,2892777,112.7,5727045,86.83,5343737,43.74,15265186,67.2,15261204,63.66,9394361,98.49,8238329
9/25/2015,139.56,1033556,114.71,56151926,75.1,4478020,32.33,27104244,131.01,4149869,64.98,12365079,77.7,10862600,26.025,37618273,39.62,22511328,48.55,6006702,73.23,15175317,24.92,38950068,640.15,2423992,179.83,3026501,116.74,5478907,28.81,29192322,91,10794367,61.47,18384297,97.59,4825781,49.6,15322722,43.94,29384601,62.5,36968186,31.89,34523959,72.67,15080707,99.91,1942905,116.37,8060159,87.3,7447583,44.22,17514812,70.69,7756572,63.78,7163040,100.3,7179845
9/24/2015,137.58,739262,115,50219475,74.69,6108920,32.11,24741378,129.75,5297754,65.8,22589648,76.89,10302612,25.41,35598016,39.15,19385676,48.03,7140402,72.73,14584249,24.91,53239508,654.91,1934639,176.91,3910036,116.34,5172266,28.48,32754744,92.48,7407588,60.22,17293389,97.29,4138791,50.59,10508288,43.91,27905607,57.395,14352696,32.7,30464060,71.36,13423500,98.86,2386959,121.09,4735825,86.82,7126823,44.09,14438285,70.24,8406708,63.83,6956226,100.62,10706825
9/23/2015,137.66,765740,114.32,35756716,75.63,3183322,32.2,15739211,131.67,4907463,70.2,4754274,76.12,9043003,25.28,18804158,38.76,8910787,47.91,5328771,72.3,13784836,25.14,41189957,653.29,1457995,179.41,2732623,116.17,4084866,28.74,25983954,92.99,5609270,60.64,11712247,97.38,3035339,51.03,10055545,43.87,17145238,57.715,9055706,32.62,26123994,70.26,6294153,99.08,1919154,123.28,3131294,86.96,7324239,43.98,11670257,70.95,10655796,63.72,5876630,101.57,5817994
9/22/2015,138.02,713313,113.4,50346159,75.71,5047199,32.27,25518683,133.99,3465047,71.68,5717310,77.25,9692322,25.14,21305238,38.79,15021341,48.57,8790530,72.74,14245205,25.11,44204955,653.2,2718081,179.72,4166934,115.8,4631619,28.67,28576221,93.24,10618668,60.91,14811862,97.2,6254535,50.74,12795575,43.9,28085903,57.985,7555490,32.26,24288653,70.19,10207785,98.98,2326593,122.93,4566806,88.2,7911721,44.43,12368637,70.25,11394027,63.59,8800800,102.49,8330068
9/21/2015,140.04,759535,115.21,50221965,76.74,3266298,32.56,19870297,136.02,2460863,72.16,7594884,78.09,8523538,25.54,21945645,39.19,12935770,48.24,5398487,73.39,10852972,25.09,29618905,666.98,1954667,183.35,2947153,116.58,5201825,29.16,24417127,93.13,7053655,61.45,13136377,97.9,4543492,50.98,17243343,44.11,26177224,58.28,8746568,32.42,23705054,70.65,7742846,100.52,2095698,123.94,3476697,91.55,2981185,44.8,10584329,70.78,12756516,63.72,7119571,103.41,7152324
9/18/2015,139.62,3965845,113.45,74285291,75.95,12402877,32.55,44627155,136.09,7302713,71.86,9260117,77.74,18635914,25.54,40020051,38.98,27527257,47.53,9777063,72.68,23180160,24.8,77869308,660.92,3627210,180.94,6529889,115.12,11366739,29.02,60693435,93.39,14211147,60.94,31008001,97.05,10492672,52.13,28997947,43.48,63143684,57.525,18614998,32.85,36750754,69.94,18210249,99.66,5001765,122.47,7458385,91.07,10468818,44.57,26889303,69.79,14508062,63.34,12885204,102.84,13559400
9/17/2015,142.95,819744,113.92,64112641,77.06,4181793,32.78,37922104,137.45,3405575,74.06,7744980,79.41,12324310,25.88,25409636,39.38,21232475,48.08,5938480,74.46,15603018,25.35,48844120,671.67,2387605,186.45,3712648,117.91,6607052,29.71,29805245,94.84,8258048,62.65,21249199,97.84,7954984,53.96,22799862,44.25,32768161,57.635,8062642,33.48,25334971,70.24,11029573,101.66,1776473,123.26,5466515,93.31,5205771,45.23,31674962,70.96,7663296,64.47,7133132,104.2,7792632
9/16/2015,144.2,525406,116.41,37173489,77.32,4193087,32.94,23514162,137.2,2505018,75.64,5225786,79.02,12593547,26.07,21245275,39.15,22233383,48.41,4792793,74.3,15214174,25.93,61540084,665.52,1312598,188.64,2717753,117.82,5285136,29.77,25957758,94.61,5630442,64.14,12235935,98.69,5198679,53.87,8681394,44.3,23372162,57.79,8104442,33.18,21409982,70.1,8704237,101.91,2034212,121.15,3475674,93.94,3504332,46.19,11932467,70.99,8207593,64.69,5625384,103.96,6509738
9/15/2015,143.6,674412,116.28,43341155,76.5,5473687,32.86,22371691,136.3,3761791,74.58,5109378,77.17,11678095,25.98,20479406,38.5,13019802,48.3,4336151,72.86,11979773,25.3,46334688,665.07,1777320,187.45,3092831,116.18,4994007,29.73,29819023,94.4,7030679,63.58,14023503,98.19,5142633,53.55,11792183,43.98,28882206,56.92,7699312,33.17,20923890,69.45,11043655,100.86,1694340,120.03,3072109,92.68,4107739,46.37,12023005,70.51,6962608,64.32,6860845,103.43,9171441
9/14/2015,140.81,815909,115.31,58363431,75.14,4452098,32.55,18504744,134.43,2389564,72.77,4232153,75.77,10235464,25.7,18636396,38.1,8950014,47.98,6220207,72.49,10738538,24.77,26237639,652.47,1497627,183.94,2746271,114.73,4248741,29.39,24065075,93.32,7948727,62.38,10202787,96.97,4557201,52.34,8791357,43.04,23656048,55.945,6833274,32.71,15585448,68.06,9712806,99.28,1601785,117.8,2686455,91.83,3279192,45.65,9677786,70.01,7059339,64.28,6956674,103.82,6959805
9/11/2015,141.26,702336,114.21,49915473,75.5,3844194,32.72,17626947,134.67,2628223,72.63,4413804,75.79,11032075,26.02,21529112,38.13,11802271,48.44,6499111,72.69,12172259,24.95,31903035,655.3,1744615,185.27,2536786,115.44,4472836,29.47,21786879,92.93,7381327,62.56,12766683,97.41,6656255,52.09,12090801,43.48,27132527,55.91,5589552,32.97,22379477,68.42,11291401,99.49,1375340,118.7,3752461,92.33,4490240,45.73,11227446,70.76,6452146,64.65,8062420,104.48,9529778
9/10/2015,140.78,679024,112.57,62892831,75.31,4764590,32.75,25602293,133.55,2932190,72.42,6109060,75.66,11475168,26.26,26424581,38.42,14952537,48.62,7204036,72.52,12353853,24.68,35043109,651.08,1392481,185.91,3042592,114.49,5259120,29.27,25195775,92.72,8359464,62.66,15751110,95.25,6210823,52.72,14065438,43.29,31366630,55.19,7362902,32.62,31311517,68.32,12591110,99.09,1628132,116.77,5525658,91.4,6120703,45.46,16412888,70.23,7244174,64.12,14524756,102.6,9026074
9/9/2015,140.86,787294,110.15,85010804,75.12,4959836,32.78,22559067,132.65,4713931,72.96,5859208,74.92,11297445,25.94,25032342,38.3,13764593,48.84,7157962,72,17246222,24.55,34611248,643.41,2048908,185.68,4756838,113.97,5316362,29.24,30774099,92.22,7384549,62.18,13889457,95.43,5129373,51.93,11116693,43.07,33469485,54.93,6349722,31.96,21397708,68.48,11070555,98.48,1590770,115.08,3753474,91.85,4783514,45.39,14423647,69.6,9022190,65.12,9464206,101.91,9577524
9/8/2015,143.43,655876,112.31,54843626,75.49,6046291,33.14,18851006,133.82,3505842,74.3,5647846,76.84,9316497,26.3,20932880,38.9,15273936,49.61,6302577,73.5,13626907,24.96,46212838,643.88,1954648,185.88,3060052,116.43,5775792,29.5,27804971,93.94,11394069,63.16,13385051,96.78,5771063,52.69,14961054,43.89,32469766,55.875,5511324,32.53,25972815,69.98,9182282,99.65,2104687,116.09,3990602,92.82,4814817,45.88,14056468,70.53,7984865,66.38,17706779,104.01,8571506
9/4/2015,139.84,1124458,109.27,49996311,74.08,5095246,32.56,29318876,129.76,3746661,73.1,12007985,76.67,11210025,25.52,26904250,38.52,15450547,48.6,8773203,72.46,14902476,24,35628376,628.96,2024990,180.38,4295588,114.42,5752377,28.52,29117537,91.31,10997186,61.5,20188951,94.85,4429092,51.59,14491288,42.61,37138775,54.845,7127068,31.37,22562960,68.76,11497510,97.76,1923251,112.36,3395894,90.68,4563300,44.82,16045121,69.16,9469404,63.89,9232402,100.97,9213799
9/3/2015,141.74,1029250,110.37,53233940,75.26,4782965,33.04,22833383,131.02,3379456,74.45,11077090,78.26,12282635,25.9,27958365,39.16,13311591,50.56,7637714,73.79,13451867,24.51,33564783,637.05,1728562,185.06,2902175,116.6,5302908,29.08,38665922,92.64,9027240,62.68,17065377,96.01,6313887,52.65,12149118,43.5,28285205,55.425,6065052,31.89,21587915,69.93,8468332,99.37,2383249,113.99,3137062,91.91,4534600,45.72,12480781,70.4,9035174,64.86,8523840,101.99,8953299
9/2/2015,141.24,1209404,112.34,61888812,74.94,5914395,32.82,24093045,130.63,4809344,76.1,5325877,78.06,14255864,25.65,27925308,38.9,14054821,50.65,4871344,73.23,16936898,24.57,50480842,644.91,1881489,184.51,3043803,116.48,6487436,28.6,34618814,93.35,11517391,62.57,17757899,96.04,6908059,52.98,13130771,43.36,37671518,55.35,8536314,31.97,31423678,69.81,8903666,98.93,1643699,114.23,4522098,91.24,5642032,45.35,17197603,69.62,9217978,64.44,9514557,101.89,12148187
9/1/2015,138.5,1257001,107.72,76845860,74,6101059,32.32,33048031,127.44,5772654,74.9,9053087,78.19,17954185,25.12,32705393,38.75,23703211,50.02,6561569,72.08,24092930,23.88,65344037,629.56,2572884,182.12,5494486,113.07,7392882,27.82,44143954,92.09,14593543,61.45,23637264,93.47,7308379,52.53,15747377,41.82,49688896,54.315,9385236,31.36,39136107,68.9,15437707,97.49,2542002,112.63,4658118,89.72,6786583,44.9,21096336,68.96,11491455,63.82,13393949,99.51,14212592
8/31/2015,142.14,1152408,112.76,56229271,76.72,4559687,33.2,22286485,130.68,4231666,76.44,7019552,80.99,16880412,25.88,32388255,39.32,12673262,51.5,4750913,75.24,19570103,24.82,37006824,647.82,1946844,188.6,2857984,116.46,5444482,28.54,42401832,93.98,9083511,64.1,14223416,95.02,5086647,53.85,12917065,43.52,34441662,55.875,7073574,32.22,32034626,70.67,9520912,99.55,1931186,115.7,4087000,91.61,7073447,46.01,14785808,71.3,8313310,64.73,8175248,101.88,8518241
8/28/2015,144.21,1097811,113.29,53164407,76.65,4919031,33.29,24154034,133.24,4508774,75.95,6649476,80.43,23735371,26,26918859,39.45,14503887,51.84,6019878,75.07,18997331,25.16,32942524,659.69,1941833,187.75,2413053,117.52,5015991,28.42,43452360,95.17,9200294,64.13,16687313,96.25,5606013,55.37,12796989,43.93,28246725,56.25,7526116,32.66,33491832,71.21,10019999,100.43,1678341,117.28,3333129,93.24,5230788,46.07,12783861,72.46,6411408,64.94,14303018,102.48,11005241
8/27/2015,143.9,1343091,112.92,84616056,76.88,7024971,33.44,42589884,131.87,5754555,75.66,8537681,77.64,21539601,26.17,36504711,39.27,18871551,52.02,6698697,74.85,24570983,25.01,64894187,667.96,2948736,189.21,3798482,117.66,7579059,27.72,38649417,96.22,11131225,64.48,29045691,97.33,10187067,54.95,16135640,43.9,50943211,56.31,13617324,33.26,38592990,71.48,13433988,101.4,2711059,117.77,5783660,93.27,7473751,46.19,21487950,72.4,9122241,66.08,13912815,102.17,17532220
8/26/2015,142.72,1722900,109.69,96774611,75.63,6505762,32.69,49631208,129.34,6428364,73.87,8288142,73.09,17400442,25.68,54783233,38.73,23523272,50.66,9862394,72.5,34436044,24.01,78965938,659.74,4386985,184.4,5561817,115.93,9313225,27.3,47386736,95.11,14738289,62.91,33576825,95.15,16439804,54.42,22891194,42.71,63407996,54.38,15156048,32.43,43645667,70.9,17464681,100,2602320,113.46,7503231,91.56,7380338,45.16,30856942,70.69,12219954,64.83,13928303,99.23,13755919
8/25/2015,137.64,1763036,103.74,103601599,73.52,7779000,31.8,50674199,125.49,7159116,72.06,9427167,70.02,21127982,24.62,40610051,37.99,31363717,49.06,10880294,68.71,30409744,23.27,60778038,612.47,3571469,178.22,7204780,110.97,10221090,25.87,59371859,90.73,15671123,59.91,31772532,91.21,11468798,51.17,22849832,40.47,70616597,51.765,13616108,31.34,42299709,68.42,21476897,97.75,2932260,109.98,8109928,88.8,8283532,43.5,27851523,66.97,14485048,63.1,14801032,95.89,19079443
8/24/2015,138.58,1867106,103.12,162206292,74.65,12873245,32.37,77231318,127.19,9425772,72.82,15209346,72.12,24191930,25.19,61666993,38.38,44065301,49.98,13955354,68.72,35531225,23.87,91236502,618.11,6489430,179.46,7183557,112.54,13983094,26.25,83234171,92.82,25636323,60.25,36339089,92.87,15074780,53.99,24838554,41.68,88753660,51.935,19882610,32.13,52259907,69.14,23696285,98.78,5527070,110.43,8824915,90.87,10994889,44.74,36096801,68.36,20950616,63.95,22239613,95.36,30159188
8/21/2015,142.09,1617574,105.76,128275471,77.03,8483304,33.38,41636652,131.71,7957580,75,11805535,75.76,18383555,26.47,48502400,39.53,28036173,52,8019574,72.13,25488846,24.59,65101865,644.03,4593970,187.74,5406193,116.16,10190666,26.56,52288393,95.56,16141529,63.6,28235460,97.13,10979952,55.77,17632538,43.07,70053084,53.435,15912850,33.54,33488851,71.84,15763874,102.93,2293674,116.28,5627848,93.01,7624420,46.1,21305324,71.19,15752243,66.54,15746497,98.84,30875673
8/20/2015,143.35,987960,112.65,68501622,78.76,7240576,33.95,38363358,137.02,6601375,76.41,7767308,79.24,11857241,27.04,37889402,40.55,14217983,52.41,6139559,74.57,17811205,25.19,34645831,679.48,2889877,196.75,3140005,120.54,5555537,27.53,31936568,98.79,10620430,65.94,20972302,99.76,6668035,56.95,23694443,45.66,36238227,56.15,6536846,34.55,18764789,73.91,10696535,105.7,1556788,119.79,3201606,95.82,6083989,46.88,13785851,73.95,12082313,68.43,9860124,100.02,34651279
8/19/2015,145.87,779911,115.01,48286510,80.95,5314622,34.36,21139251,142.72,2967691,77.41,5862685,80.91,13129019,27.8,30023909,40.78,15796547,53.15,4551317,76.23,17010104,25.73,29149886,694.04,2509697,200.95,2721380,122.76,6490297,28.36,30530143,99.31,7642360,67.6,15198203,101.1,5988961,59.66,7986349,46.61,31485511,57.48,6216434,35.27,17835440,74.12,9865255,107.22,1386903,123.22,3411490,98.21,3619805,47.44,12577986,74.4,5886855,68.57,16333364,106.45,9484448
8/18/2015,148.31,535693,116.5,34560708,81.24,4458320,34.35,20538165,144.6,1955511,78.82,5146351,83.44,9093385,28.25,32210431,41.3,11199353,53.9,4311025,77.9,9815315,26.07,20348848,688.73,1385544,201.18,1665404,122.8,11021859,28.91,19182638,99.37,7618826,68.21,10617481,100.76,4257289,59.66,6797381,47.27,23574104,57.41,3671450,35.52,13343611,75.13,7445886,107.82,889718,125.5,4140190,99.41,4730449,47.46,8581419,74.47,6325531,69.48,21314976,106.94,12021536
8/17/2015,149.24,436484,117.16,40884745,81,4574686,34.23,21050631,144.44,3745958,78.54,5226840,83.23,12602499,28.825,21263997,41.35,8272813,54.27,5133890,78.77,9365433,26.21,19223741,694.11,1233951,202.57,1600670,119.7,7255634,29.08,15548322,99.87,6901809,68.07,10326540,100.66,5204060,59.71,6113739,47.32,21099746,57.49,3917460,35.5,13881656,75.53,8683913,107.71,1213996,123.82,2951800,99.36,4228442,47.52,7784321,74.41,3473502,71.91,7604423,109.05,7954040
8/14/2015,148.28,565076,115.96,42929516,80.91,5387093,34.05,22759594,145.09,2927085,78.49,3811537,85.99,7748930,29.03,24890756,41.25,9905619,53.86,5602492,78.36,9129284,26.08,20786347,689.37,1379855,202.02,3567146,119.75,5135524,29.02,14302700,98.81,5177310,67.89,11248813,99.27,3185582,59.18,9466411,47,21473402,57.18,4686134,35.32,18067339,75.62,5586878,107.71,1488314,121.02,2040515,98.7,4413308,47.49,8769469,74.22,3861503,72.38,5912505,107.16,7104463
8/13/2015,147.4,487009,115.15,48535789,80.76,4866909,33.81,35521094,144.81,5129524,77.76,5662495,85.85,9562433,28.7,61153978,41.1,10270853,53.03,4279658,78.65,13154102,25.79,16418697,686.51,1817748,200.74,3353617,119.02,6255459,28.87,18821945,98.48,5047960,67.55,11930623,99.37,4636402,58.98,10957191,46.73,22627241,56.8,5907732,35.36,19540577,75.78,5948007,106.95,3227624,120.52,3253372,98.38,4689944,47.66,11168461,73.93,5992012,72.11,7652355,107.52,9754466
8/12/2015,148.52,591063,115.24,101685610,81,6994329,34.02,62201296,142.43,4405521,78.92,9362928,86.79,11380674,27.9,42151915,41.26,9793289,53.28,6062840,78.79,16909190,25.86,32656190,691.47,2932328,201.13,2789694,117.69,4620961,29.46,33639471,98.71,7607491,67.24,21150053,98.28,4207236,58.26,7804999,46.74,30198532,56.53,7174684,35.37,27984632,76.39,10484495,105.43,1736262,121.2,3050323,98.69,4641927,47.85,16109076,73.54,7656064,72.58,8903056,106.99,17020546
8/11/2015,148.48,610484,113.49,97082814,81.34,8509819,34.65,35402719,144.05,2816679,78.04,8992532,85.78,9797380,28.02,25391904,41.48,11254885,53.39,5373545,77.49,14486353,25.71,28235312,690.3,5494011,201.7,2553963,117.69,4080013,28.97,23758859,99.01,6682636,68.23,14800333,98.81,3584996,57.76,7078348,46.41,29237402,57.23,5107412,35.12,19234841,76.22,7491871,105.89,1515052,122.26,2755968,98.61,7671375,47.6,18511013,73.36,6475970,71.93,6829195,108,13573984
8/10/2015,151.24,524224,119.72,54951597,81.26,12609026,34.78,29179771,145.86,3432610,80.16,9041554,85.89,8342004,28.59,23740009,41.68,9501875,54.39,5621190,78.75,14876012,26.24,23479164,663.14,1722915,205.97,1640337,117.6,3408880,29.64,22807360,99.79,6133458,68.89,12661440,99.39,3994544,58.41,5052372,47.33,23079870,57.68,4613264,35.36,15619269,76.38,9165893,105.82,1916274,122.48,2479950,99.55,6068411,47.23,13529463,74.38,6183517,71.48,6020087,111,11617048
8/7/2015,148.89,533643,115.52,38670405,79.72,23689625,34.21,25627574,142.42,2953194,77.29,7851288,83.75,7422037,28.15,16039411,41.77,10886719,53.43,4902406,76.83,12187623,25.79,25916189,664.39,1377152,203.44,1691113,116.93,3986101,28.88,25606125,98.85,6027855,68.05,11453310,98.92,3463672,57.97,9712396,46.74,19163038,57.255,5907890,35.19,14653781,75.48,10045380,105.48,1507252,121.82,2276284,98.29,2897961,46.36,10538028,74.21,6484583,71.25,7797473,109.35,15791550
8/6/2015,149.26,470513,115.13,52903040,75,4522063,34.24,32734164,143.82,2457029,77.46,5609516,85.19,9805030,28.21,20143763,41.92,11378874,54.47,5452358,78.09,13005213,26.03,17298182,670.15,2032984,205.09,1485778,116.56,4768869,29.01,27958192,99.07,6987963,68.25,10803363,99.35,6740241,58.43,7019665,46.62,27368000,57.56,6211466,35.17,24471370,75.74,9353287,105.46,1497351,122.04,3014880,98.98,4198449,46.63,9917174,73.58,7767766,72.79,6367735,108.55,57175170
8/5/2015,151.01,480684,115.4,99312613,75.59,5562017,34.57,22837624,144.95,2926094,76.88,4581872,84.03,11254620,28.27,19236228,42.12,15329248,54.57,4783128,77.17,16544386,26.1,25471417,673.29,1822387,205.7,1535537,118,4299076,29.12,23622731,100.52,4571280,68.73,11302860,99.8,3560581,59.1,5702629,47.58,26959655,58.375,6853064,35.82,24247752,75.77,10895393,106.08,2830200,123.92,3831948,98.87,3895578,46.64,11946050,74.98,6976371,73.51,8715807,110.53,61011209
8/4/2015,150.4,439107,114.64,124138623,75.72,4137581,34.58,26249913,143.54,1972989,76.6,5822280,85.21,8537190,28.03,18578117,41.85,17559905,54.64,4851775,77.17,18874419,25.9,21985187,661.28,1309410,205.17,1451455,117.53,3008159,29.13,25741719,99.8,6005340,68.46,10963966,99.14,2842075,58.7,6935771,47.54,33403916,57.885,5228992,36.11,25733256,75.91,13369071,106.63,2118434,120.84,2058219,99.03,5557563,46.67,9371905,75.27,6957856,72.25,5873371,121.69,12624387
8/3/2015,150.12,966337,118.44,69975968,75.98,5159523,34.66,29677589,143.69,3087956,77.26,6443308,85.6,14142213,28.36,17450923,41.54,14672571,55.29,4822891,78.06,15767743,25.87,32580332,664.72,1567407,204.69,2075500,116.89,3645105,29.05,26213584,100.02,6172519,68.53,9980587,99.42,4427299,59.05,6806991,46.81,24125886,57.415,4991998,36.15,17096397,76.4,9511261,106.94,1497683,120.89,2541250,99.42,7123692,46.97,10321273,75.77,5810801,72.18,5131845,121.12,8426894
7/31/2015,151.34,605630,121.3,42884953,76.06,6344779,34.74,29880938,144.17,3163496,78.63,6203569,88.48,19063381,28.42,20375986,41.08,15309490,55.76,4804083,79.21,26232661,26.1,23197506,657.5,1746094,205.07,1644029,117.03,4301198,28.95,27158763,100.21,6216815,68.53,11911818,99.86,7646980,58.96,8752452,46.7,31201480,57.61,5078650,36.06,29004377,76.7,11877236,106.12,1758505,121.4,3592980,100.31,7217241,46.79,12562865,75.34,8526346,71.98,7928371,120,5767280
7/30/2015,151.57,407039,122.37,33628268,76.12,4767112,34.8,25958774,143.01,2643990,78.35,7386182,93.03,6435725,28.3,17458084,40.56,9095488,55.59,3596013,83.01,11139943,26.12,22118881,664.56,1980345,207.2,1342938,116.46,3291136,28.91,26582443,99.84,5517401,69.04,10197182,99.17,5372529,58.52,6989455,46.88,39777883,57.505,5594062,35.73,21501902,77.39,22067809,106.5,1103927,120.56,3732435,100.73,6739131,46.67,9592327,76.38,6506995,72.16,4604530,120.03,4430097
7/29/2015,151.45,673886,122.99,37011653,75.7,4594150,34.69,42986075,144.14,3260403,77.33,13794814,93.25,9821523,28.4,21419884,40.59,8479899,55.46,6330971,83.14,13913768,26.26,23987875,661.43,1837805,206.84,1987293,116.37,5104040,29.01,26470181,99.73,7853488,68.94,13059190,98.21,6006535,58.54,12875988,46.29,40945864,57.46,6839892,35.76,45343528,80.62,8921525,106.43,1805578,121.52,3924387,99.36,11935751,46.56,15968698,76.01,13746934,72.23,4939670,119.84,6083479
7/28/2015,151.11,754415,123.38,33618097,75.11,5516643,34.33,52950672,141.81,4138151,77.78,15699009,92.4,11536851,28.21,23573236,40.55,11021821,55.9,13935648,82.48,19777278,26.1,27758314,659.66,1718193,206.24,2018072,114.84,4176783,28.96,33182433,99.02,7757505,68.05,14932360,97.33,4862990,57.52,16387120,45.34,34328948,56.735,6948236,35.35,36671126,80.23,8649935,105.94,1903200,121.52,5216853,98.97,5583042,45.89,16150867,74.74,10054266,72.1,8592296,118.46,6447319
7/27/2015,148.71,1276699,122.77,44455540,74.92,9861400,34.32,50523631,141.03,3532068,75.32,10269561,89.14,10342743,28.21,30914429,40.54,10945666,56.73,6172183,79.26,14996094,25.95,36276960,658.27,2919110,205.02,2910477,113.07,4468238,28.35,42161050,98.28,8733993,68.01,16801563,96.04,5818602,56.99,14887028,45.35,39701420,55.865,6648060,34.34,31323719,79.97,8613558,105.59,2239464,117.88,3752304,98.87,7560365,45.83,15747835,73.86,10293792,71.38,6197584,118.25,5179267
7/24/2015,149.33,1006955,124.5,42162332,75.9,8639908,34.29,87250857,144.06,2454976,76.1,9175903,90.6,11158429,28.4,39471714,40.44,10912528,56.94,5352510,79.94,14888464,25.75,31124222,654.77,4131137,207.35,2453880,113.59,4427770,28.06,31621031,99.15,6524173,68.91,12413896,96.1,5554624,57.41,7847073,45.94,32333244,56.495,5967242,34.26,21428146,80.29,5660786,105.27,1604998,117.94,3840567,99.31,6588011,46.04,19528682,74.8,21196114,71.58,5951117,118.91,4320854
7/23/2015,149.5,1363548,125.16,50999452,77.01,12256764,33.93,37054344,146.11,4116025,76.88,13909914,92.94,7360651,28.01,34103205,40.84,13522199,58.48,3232826,81.14,10496096,26.26,23201200,674.73,3811598,211.05,2192661,114.59,4308872,28.595,33775157,100.2,5016148,69.64,14331837,97.09,10380706,58.07,6441613,46.11,33934010,57,6714788,34.78,12718083,80.7,5380856,105.3,1568749,119.33,4896078,101.14,5926087,46.35,13698195,71.75,10755749,72.51,4252929,118.8,3347184
7/22/2015,155.41,771921,125.22,115450607,78.99,4392678,34.27,51795757,146.47,6238400,79.76,10180685,93.51,9327496,27.53,26889222,40.9,15528630,58.9,3780023,81.79,13181463,26.63,24133394,695.1,4154987,213.25,2301294,114.9,5485245,28.605,36387172,100.18,6721856,70.08,15493019,97.58,5392596,58.13,8617833,45.54,59152427,57.045,5954128,34.88,17624916,80.83,6106378,105.3,2119226,120.61,3385846,101.55,9433683,46.45,21026578,71.97,6303165,73.16,6961551,119.33,4714082
7/21/2015,155.76,729576,130.75,76756427,78.95,3974583,34.57,27871667,145,4452562,82.22,4691892,93.9,7043079,27.84,23874026,41.19,13653823,59.28,4372838,81.66,8677069,26.85,29282285,695.35,3780230,211.5,1985341,113.86,4660582,28.72,45190988,100.34,5891640,69.1,11659915,97.32,4206703,58.67,6932783,47.28,42781899,56.495,4626320,35.14,17658558,81.63,7512386,104.48,3389475,120.86,4239093,102.71,19540077,46.97,31961575,72.02,10919600,72.74,6441071,119.31,4785194
7/20/2015,157.12,703967,132.07,58900203,79.3,3552975,34.9,22216806,146.72,3016807,82.25,4291418,92.94,6018088,28.03,19477041,41.38,10024168,59.57,4215742,81.76,12957060,27.14,24686624,692.84,5121752,212.39,2175433,113.41,6107521,29.1,33812936,100.37,5016152,69.26,11512894,97.49,4947041,59,5697221,46.92,30631905,56.565,5978202,35.24,14772177,82.19,5012932,102.61,1757264,122.65,3199739,110.48,7486971,48.1,17246671,72.7,10198462,73.1,5085621,119.58,6950952
7/17/2015,156.69,798906,129.62,46164710,79.22,3084435,35.01,21900306,146.84,3127129,83.16,2931544,93.15,8214191,28.18,24248902,41.25,9608302,59.67,4479435,82.61,12156000,27.24,41190955,699.62,12858136,212.46,2848961,114.47,5497580,29.47,43697631,100.08,8054183,69.21,14040686,97.5,6429758,58.82,6988852,46.62,29467107,56.4,4545314,35.07,16775621,82.24,5827266,102.94,1448982,123.85,3702747,110.74,3465140,47.59,10160443,70.88,6287563,73.39,5680568,118.86,5109909
7/16/2015,157.17,666241,128.51,36222447,78.92,4095773,35.16,18452262,148.49,2509591,83.76,3685980,94.48,6422701,28.32,21058128,41.48,10483688,59.77,6469856,82.91,8267647,27.04,30635414,601.78,5632054,211.18,4405218,114.73,5234834,29.9,81166689,101.11,5774981,69.56,18035652,97.86,7696176,58.82,5324664,46.66,26271673,56.17,4335714,35.1,15311782,82.3,6623418,103.29,2020059,124.93,7216574,111.26,3063780,47.83,11011383,70.57,6512488,73.83,5231727,119.07,6303045
